basari_sirasi,tyt_turkce,tyt_matematik,tyt_sosyal,tyt_fen
125345.0,29.1,24.2,11.2,12.8
120915.0,29.0,24.8,11.1,11.9
132407.0,28.6,24.5,11.9,10.7
125423.0,27.3,26.3,11.6,12.9
158726.0,26.7,22.6,11.3,10.1
120570.0,29.1,23.0,12.7,11.1
125537.0,28.9,22.9,11.6,12.7
143053.0,28.1,23.3,11.9,11.6
140960.0,28.2,22.3,10.8,8.7
125797.0,28.7,25.9,10.4,13.2
138340.0,28.7,20.4,10.7,11.0
125335.0,31.1,23.5,12.6,12.7
125900.0,29.8,23.0,13.1,14.7
142546.0,29.0,23.4,12.1,12.5
136801.0,27.5,21.2,12.6,11.4
125964.0,26.2,24.3,11.8,12.4
143429.0,25.6,24.3,10.8,11.5
189555.0,26.5,20.0,11.7,10.3
125967.0,30.4,23.7,11.4,12.4
144017.0,24.4,21.0,9.9,12.2
117908.0,26.3,22.6,11.3,11.2
126102.0,27.1,25.6,10.4,10.2
113948.0,31.4,20.8,11.8,9.0
119771.0,27.9,24.2,12.1,12.2
126151.0,27.9,23.3,11.5,12.5
124925.0,26.6,24.3,11.1,12.1
121108.0,28.5,23.9,12.2,11.8
126349.0,28.6,23.2,11.6,12.1
126146.0,26.5,22.7,10.7,11.8
205451.0,27.2,20.9,11.3,8.5
126373.0,27.7,25.3,13.0,14.5
109216.0,30.0,25.2,12.6,13.3
225519.0,26.7,22.2,12.0,9.4
126405.0,27.5,24.7,12.3,14.3
164139.0,26.1,21.9,10.8,11.9
261784.0,26.5,19.8,10.5,9.1
126587.0,28.6,23.8,11.5,12.5
138609.0,27.6,25.7,11.9,11.8
201827.0,27.4,15.2,10.4,7.9
126607.0,27.5,22.8,11.3,11.5
120792.0,27.9,24.1,11.0,11.4
108035.0,28.4,25.2,11.8,11.9
126659.0,28.6,24.8,12.3,12.7
145320.0,26.2,24.1,10.8,11.2
118267.0,28.2,24.8,12.8,12.3
126823.0,27.0,23.5,12.2,13.1
156737.0,26.2,22.5,10.4,11.4
137792.0,27.2,22.3,12.6,10.6
126919.0,26.9,23.0,11.3,12.0
144276.0,26.3,22.6,10.4,11.1
122318.0,28.1,24.7,12.7,11.4
126983.0,25.9,24.0,12.3,13.1
143349.0,26.8,25.4,12.4,11.8
162192.0,28.7,21.5,11.8,10.2
127138.0,28.8,23.6,12.1,13.0
125400.0,28.3,22.2,11.3,12.0
137465.0,27.5,22.5,11.8,11.2
127151.0,27.1,23.9,11.9,12.9
138867.0,25.6,23.6,11.0,12.6
143307.0,28.6,23.8,13.9,8.2
127295.0,28.8,29.8,9.9,9.0
141083.0,25.6,23.2,10.3,12.7
134578.0,28.1,23.3,12.0,10.9
127807.0,26.9,22.1,11.2,13.0
112279.0,26.4,23.9,11.6,12.7
209390.0,25.8,20.8,11.7,9.2
127811.0,26.4,22.8,11.0,12.8
127232.0,25.8,23.9,11.5,11.9
128333.0,23.8,18.8,14.2,11.2
127857.0,27.4,23.6,12.7,13.3
148888.0,27.5,19.7,10.7,11.2
155926.0,26.6,20.5,9.6,12.4
127935.0,28.1,20.2,12.8,12.5
108709.0,28.4,25.3,8.6,13.7
109908.0,30.9,32.1,10.2,9.4
127987.0,24.1,28.7,12.1,9.4
204467.0,29.0,19.9,11.6,8.8
127996.0,28.7,22.8,12.0,12.3
106393.0,29.3,25.3,12.3,11.7
178289.0,28.4,21.9,11.6,10.5
128060.0,29.0,23.0,11.7,13.5
126593.0,27.9,23.7,10.9,11.3
118609.0,28.8,22.8,11.9,11.5
128199.0,28.3,23.2,11.1,11.6
128363.0,27.2,22.4,11.2,12.3
294806.0,26.7,18.8,10.9,8.5
128232.0,26.5,23.2,10.8,12.1
121296.0,25.4,26.1,10.4,11.0
154705.0,26.6,19.1,12.4,10.3
128581.0,26.1,23.5,11.8,12.0
284334.0,23.7,15.4,10.7,8.7
128680.0,26.1,24.4,11.7,13.2
102610.0,26.6,24.5,12.0,12.7
109831.0,28.7,26.6,12.5,11.5
128708.0,27.9,25.1,11.1,12.4
187257.0,26.1,22.4,10.5,10.5
199092.0,29.7,20.0,11.0,9.1
128753.0,28.8,21.9,11.7,14.3
138040.0,26.2,24.0,10.8,11.9
165628.0,26.2,20.5,11.6,10.2
128804.0,26.9,22.7,11.2,12.8
159616.0,26.8,21.3,10.7,10.5
145048.0,27.8,21.6,12.3,10.2
133145.0,30.9,23.3,12.1,10.7
128997.0,29.1,21.1,12.3,12.4
125571.0,31.6,20.3,10.4,13.7
117015.0,29.3,25.6,11.3,8.6
129123.0,28.2,22.7,14.7,13.5
142659.0,26.4,23.8,10.8,11.4
117808.0,23.9,23.8,12.6,11.6
129183.0,26.7,21.6,13.9,13.9
151377.0,23.6,19.0,10.4,10.9
254179.0,27.4,21.0,11.9,10.3
129343.0,29.0,24.8,13.0,14.1
97546.0,28.8,28.1,12.5,13.7
128339.0,29.8,20.6,11.2,9.8
129443.0,31.1,23.2,9.5,11.4
131795.0,25.2,23.6,9.0,13.4
127291.0,29.3,24.8,12.5,11.2
129538.0,28.3,22.1,12.6,13.1
149512.0,25.8,22.1,11.6,11.3
126118.0,29.1,25.4,11.5,10.8
129664.0,29.2,23.6,12.2,13.9
184802.0,27.5,20.3,11.2,10.0
129715.0,29.6,19.3,12.3,14.0
216285.0,23.2,20.8,9.3,9.6
147167.0,26.9,20.6,11.4,13.4
129724.0,25.8,23.6,12.3,12.6
125725.0,26.5,21.8,10.6,13.1
156271.0,27.4,23.3,12.0,10.2
129907.0,30.5,22.8,12.6,12.8
294254.0,27.7,22.2,11.2,9.0
129932.0,28.5,23.5,12.8,14.1
115274.0,27.3,25.4,12.0,13.1
294904.0,26.3,23.8,9.4,8.6
129966.0,28.6,23.0,11.3,12.1
120193.0,24.8,25.3,10.3,11.5
119203.0,27.2,29.0,13.4,9.4
130104.0,24.1,23.4,13.3,14.0
188883.0,27.5,24.3,12.2,12.8
165246.0,25.9,21.2,11.5,9.6
130202.0,26.6,24.5,11.2,12.4
151404.0,26.8,22.4,11.0,10.8
161658.0,26.3,21.9,10.0,9.8
130257.0,28.1,18.0,12.3,14.7
288999.0,25.4,22.4,10.4,7.1
130355.0,27.8,24.4,12.2,12.3
85738.0,26.7,28.9,11.2,12.3
136155.0,26.6,23.4,13.1,10.1
183730.0,27.3,21.5,12.3,9.6
130451.0,26.9,22.1,11.3,12.3
155768.0,26.0,21.1,10.7,10.6
115041.0,29.1,25.4,12.1,12.1
130514.0,28.6,22.5,11.5,12.3
132140.0,26.7,23.1,10.5,11.5
144368.0,28.0,21.5,12.7,11.6
130803.0,28.9,21.9,12.1,13.3
131185.0,27.5,23.9,11.7,12.6
117219.0,29.3,22.2,12.5,11.7
130830.0,31.6,24.2,11.6,12.0
99713.0,29.7,25.9,13.4,11.8
137135.0,27.6,23.9,12.4,10.7
130847.0,27.5,24.5,11.6,11.8
143563.0,27.5,22.8,11.1,11.6
119117.0,29.1,25.3,12.3,11.1
130970.0,29.2,24.2,10.9,12.5
115595.0,26.3,24.5,11.2,12.4
129879.0,27.7,24.3,12.6,11.8
131266.0,27.7,22.9,12.5,11.9
109544.0,29.7,25.4,13.0,12.8
131520.0,28.4,23.5,12.1,12.9
171949.0,26.4,21.2,10.8,11.1
290448.0,25.1,22.6,10.7,7.4
131527.0,27.4,22.0,11.2,11.8
122835.0,26.8,24.8,11.0,11.1
160594.0,31.2,16.2,11.5,13.8
131677.0,31.0,16.8,12.5,10.0
117165.0,28.7,24.1,12.5,11.0
131719.0,28.5,24.2,12.9,12.0
166666.0,27.1,21.7,10.8,10.9
131110.0,27.3,23.2,12.8,11.5
131813.0,26.8,22.8,12.5,12.9
162565.0,26.2,23.6,11.1,11.4
287523.0,25.4,16.6,11.8,8.4
131870.0,27.8,23.2,11.7,12.0
126104.0,25.9,23.4,11.2,11.5
223797.0,26.4,22.3,11.6,8.8
132062.0,29.6,26.4,11.2,12.7
99393.0,26.9,26.6,12.1,13.1
172512.0,26.5,19.5,12.0,9.6
132111.0,25.0,22.0,12.7,12.5
158385.0,24.9,22.7,9.2,11.7
131516.0,27.9,22.9,12.0,11.0
132148.0,28.2,22.7,11.6,11.9
120404.0,26.0,23.5,10.8,11.9
150952.0,27.9,19.2,11.7,11.7
132224.0,28.2,22.0,12.4,11.8
121272.0,30.1,24.6,12.0,11.8
241012.0,21.6,22.9,10.2,7.4
132370.0,26.0,25.8,10.9,10.9
133711.0,25.0,24.5,11.1,10.9
196236.0,26.5,21.6,11.6,10.2
132482.0,27.6,25.9,12.4,13.4
105867.0,27.9,25.3,12.1,13.0
145818.0,27.9,22.6,11.9,10.6
132542.0,27.9,23.3,12.0,12.8
115615.0,28.3,24.2,11.9,12.7
126686.0,30.0,22.7,12.5,12.1
132572.0,29.1,22.3,12.5,12.4
112571.0,28.9,24.2,12.2,12.2
136367.0,27.3,22.5,12.4,10.8
132585.0,27.2,22.7,12.1,13.1
146685.0,26.0,23.6,11.7,11.5
255587.0,27.0,24.1,12.3,9.4
132617.0,28.1,23.8,11.2,13.1
117887.0,27.7,24.2,11.9,12.0
286656.0,26.5,22.7,10.2,9.1
132750.0,26.8,24.6,10.4,11.1
113174.0,26.7,25.8,11.0,11.9
140415.0,29.1,21.0,13.2,11.7
132777.0,30.8,25.5,12.2,14.3
82335.0,31.5,25.3,12.1,13.1
271310.0,28.6,19.6,10.0,6.2
132792.0,27.1,22.1,11.3,12.8
127549.0,26.1,23.4,10.6,11.2
270088.0,24.2,19.2,10.5,7.8
132964.0,26.9,22.9,11.3,12.2
122849.0,25.9,24.3,11.0,11.2
133904.0,28.6,22.0,12.2,11.4
132965.0,28.0,22.3,12.2,13.5
195789.0,25.2,23.7,11.4,10.3
220501.0,28.7,18.8,12.6,8.2
133025.0,29.3,20.8,12.7,12.7
145539.0,24.6,29.2,11.2,10.7
139452.0,28.5,24.2,12.0,10.1
133084.0,27.2,25.2,12.3,11.5
148797.0,25.8,24.4,10.3,10.7
289067.0,26.5,17.9,11.3,6.5
133206.0,28.3,23.3,11.1,12.3
121151.0,25.3,24.1,10.5,11.7
169910.0,26.2,22.5,13.6,8.9
133219.0,28.9,23.0,12.3,12.7
157796.0,24.5,20.6,11.1,10.4
123697.0,28.0,24.6,11.7,11.3
133246.0,27.8,23.1,10.9,11.9
130108.0,26.4,22.8,10.5,11.5
133256.0,28.8,21.5,12.4,10.8
133286.0,27.0,22.7,12.3,13.1
152884.0,24.3,23.5,11.3,10.8
126994.0,29.0,23.4,12.8,11.4
133345.0,28.3,22.0,11.7,12.7
162584.0,27.0,21.5,10.7,11.2
130560.0,28.8,23.0,12.6,10.9
133406.0,27.9,23.0,12.6,12.9
168754.0,26.5,22.5,10.5,10.4
121227.0,29.0,25.2,12.2,11.7
133488.0,28.8,22.7,12.5,12.6
228822.0,23.9,19.7,9.3,8.8
128678.0,29.5,23.7,12.2,12.1
133861.0,28.9,22.1,12.3,12.6
160682.0,26.7,20.9,10.5,11.0
126070.0,27.6,23.8,11.7,11.6
133930.0,28.2,22.4,11.2,11.7
133656.0,25.8,23.0,10.4,11.5
295285.0,25.6,18.5,10.9,6.8
134036.0,25.5,23.7,10.9,12.8
107777.0,25.4,25.1,11.4,10.6
135518.0,28.2,25.3,12.1,10.3
134061.0,27.6,25.3,11.0,11.4
159518.0,25.4,24.1,9.7,10.4
156326.0,27.7,21.3,12.8,10.9
134434.0,27.2,24.7,11.3,12.5
149851.0,25.2,23.9,9.9,11.7
269200.0,24.0,20.0,10.2,7.8
134442.0,27.1,22.5,11.2,11.7
125763.0,26.0,23.3,10.2,12.0
146324.0,27.3,22.4,11.5,10.4
134614.0,27.3,23.1,10.9,12.2
152394.0,25.6,22.3,11.7,11.3
188621.0,28.0,20.5,12.4,10.2
134691.0,27.3,22.3,11.3,14.3
141300.0,28.0,24.7,11.6,12.0
133449.0,29.8,22.5,12.6,11.0
134714.0,29.1,23.5,11.4,12.3
110092.0,29.5,24.1,11.4,12.1
151069.0,29.0,22.4,11.8,11.4
134726.0,27.4,22.8,11.9,13.0
117428.0,27.2,24.8,11.7,12.2
138211.0,27.9,22.3,12.3,10.8
146472.0,24.8,22.9,11.2,5.4
135049.0,21.4,27.0,7.0,10.8
127366.0,29.8,23.1,8.9,10.5
129729.0,29.6,22.8,13.5,11.5
135441.0,27.9,22.5,11.9,13.0
148399.0,28.2,22.2,11.4,10.6
122066.0,28.1,24.9,12.8,11.2
135550.0,28.5,24.0,12.0,11.8
118813.0,27.9,23.6,11.1,12.0
137370.0,22.1,22.4,11.7,8.4
135601.0,22.5,25.4,10.5,9.4
141364.0,29.3,19.3,12.6,13.5
128289.0,28.0,25.1,12.6,11.1
135797.0,24.8,25.7,9.8,10.1
108169.0,26.7,28.8,9.2,11.7
135309.0,28.7,23.0,11.8,10.6
135985.0,28.9,21.3,12.9,11.7
126189.0,26.5,20.3,10.1,12.0
188273.0,27.9,18.4,10.4,10.0
136121.0,29.4,22.2,13.0,12.1
144679.0,25.7,26.1,11.1,12.2
108605.0,29.3,26.9,13.1,11.9
136175.0,27.5,23.7,12.4,12.5
165631.0,26.4,23.5,11.5,11.4
128709.0,28.6,23.8,12.1,11.7
136229.0,27.9,23.8,11.4,12.1
134223.0,25.9,23.4,10.9,11.6
145403.0,28.9,21.9,12.1,11.0
136321.0,28.4,22.3,11.9,12.4
162168.0,26.5,22.0,11.2,10.7
143382.0,28.5,21.1,11.9,10.4
136447.0,28.5,22.2,12.7,12.1
170323.0,26.6,18.9,10.7,11.6
163303.0,27.1,21.7,11.9,9.7
136456.0,27.1,23.5,11.5,12.5
170410.0,24.6,21.3,10.7,10.6
163614.0,28.9,23.8,11.0,9.5
136898.0,26.6,23.6,11.5,13.1
128417.0,25.7,22.0,10.8,12.5
143974.0,29.1,23.6,12.6,12.5
137136.0,29.2,23.7,12.4,13.7
126848.0,27.6,23.5,12.5,12.8
112874.0,30.0,22.4,12.8,12.6
137264.0,29.2,23.3,12.5,13.7
194798.0,26.5,18.7,10.4,10.7
135509.0,28.4,24.0,12.1,10.6
137394.0,27.3,22.7,12.1,11.9
160129.0,27.2,21.5,10.4,11.2
148981.0,26.3,23.9,11.0,12.0
147159.0,25.8,21.2,12.4,12.1
137546.0,26.6,22.6,11.2,12.5
137746.0,26.7,25.5,10.1,12.3
132409.0,27.1,24.3,11.5,10.1
137664.0,29.3,23.6,12.0,10.8
114538.0,29.5,22.9,12.1,12.1
285100.0,25.8,19.4,9.7,8.8
137813.0,25.4,23.3,11.6,11.4
122207.0,25.0,24.2,11.1,12.6
153353.0,26.9,22.0,11.4,10.5
138021.0,27.6,23.0,11.5,12.8
159220.0,24.6,22.4,10.7,11.3
274897.0,25.8,16.6,11.2,8.0
138037.0,27.3,22.9,11.9,13.6
97038.0,28.9,26.1,12.7,13.5
135346.0,29.5,22.0,12.1,12.2
138140.0,23.9,22.9,13.2,13.9
144536.0,22.8,22.2,10.7,11.9
122495.0,27.8,19.6,12.1,12.4
138169.0,27.1,25.5,11.2,9.8
139112.0,26.3,19.3,10.7,12.8
151647.0,28.0,22.5,12.4,10.4
138833.0,27.0,22.8,11.6,12.5
150796.0,25.5,23.9,11.5,11.7
292391.0,28.4,18.0,11.1,8.6
138860.0,28.6,21.9,12.3,12.4
139907.0,27.0,21.7,11.3,11.1
136445.0,27.4,22.3,11.8,10.8
138961.0,28.0,21.4,11.9,12.1
168945.0,24.7,22.1,10.2,10.1
197413.0,24.8,18.4,12.6,5.2
139033.0,27.7,23.8,13.5,12.6
164691.0,22.9,20.4,12.7,11.8
188496.0,30.0,18.2,13.0,11.2
139192.0,28.8,22.4,12.2,12.8
188617.0,28.0,21.0,11.9,9.7
139285.0,28.6,21.5,12.1,12.4
138776.0,26.7,23.0,11.6,12.4
147395.0,29.1,22.2,12.1,9.3
139314.0,28.7,22.1,11.7,12.5
130958.0,28.5,24.0,11.0,11.7
145944.0,26.3,23.1,12.0,10.5
139442.0,27.1,23.4,11.8,12.1
161361.0,23.9,18.2,11.2,6.2
139537.0,27.1,21.9,13.5,14.4
157493.0,23.3,17.3,12.3,10.8
136805.0,29.5,21.8,12.9,10.3
139556.0,28.9,21.2,13.1,10.8
132295.0,26.6,22.1,8.7,11.3
132374.0,28.2,24.8,11.8,11.0
139599.0,28.0,22.9,11.6,12.4
138666.0,26.6,22.5,11.0,11.7
262086.0,26.4,23.8,10.6,6.8
139754.0,27.3,22.3,10.9,10.7
131827.0,24.9,24.0,9.9,10.8
143518.0,29.8,24.1,11.8,10.8
139779.0,28.3,21.5,12.5,10.8
139737.0,25.1,24.7,11.1,11.0
120623.0,27.8,25.4,12.4,11.6
139863.0,27.0,23.7,12.2,12.0
155095.0,27.1,22.3,11.1,11.5
281604.0,26.1,19.0,10.4,8.9
139897.0,32.4,23.0,11.8,13.9
205702.0,28.4,19.4,11.8,10.1
140021.0,28.2,24.5,12.4,12.4
115141.0,28.0,26.2,11.6,12.5
120472.0,28.0,23.6,12.0,12.2
140039.0,27.0,24.2,12.0,12.6
165110.0,25.5,23.5,11.3,11.0
148356.0,27.8,20.8,12.0,9.9
140445.0,28.3,25.3,12.5,12.0
183811.0,25.8,18.8,11.5,9.7
137339.0,28.9,23.9,12.2,11.0
140501.0,28.1,23.1,11.9,12.0
220791.0,25.2,19.6,9.5,9.2
156671.0,26.0,21.1,10.8,7.5
140571.0,30.0,23.2,12.2,12.8
141959.0,29.8,24.5,12.8,10.8
163371.0,28.6,18.8,12.9,10.2
140710.0,29.5,22.8,14.5,9.8
120900.0,25.3,21.1,12.0,13.6
147699.0,27.3,21.2,12.4,11.1
140722.0,27.7,22.2,12.1,11.9
162238.0,25.2,22.8,10.8,11.0
208061.0,29.5,21.3,12.0,11.4
140872.0,25.7,23.3,11.9,13.5
106523.0,29.4,23.9,12.6,13.0
132786.0,28.1,22.9,12.3,10.8
141224.0,27.3,21.2,11.4,12.6
129536.0,25.9,21.0,11.1,12.0
283733.0,27.4,20.0,11.4,10.0
141257.0,28.1,22.5,11.8,13.1
182430.0,26.6,20.7,11.3,10.8
177523.0,27.4,20.7,11.7,9.5
141348.0,27.0,21.9,11.3,12.5
169505.0,25.6,20.8,10.8,11.1
147815.0,27.2,21.5,11.9,10.5
141516.0,27.6,21.0,12.4,11.6
161327.0,26.8,21.2,11.0,11.3
123590.0,28.9,26.2,11.7,11.1
141663.0,28.6,22.7,11.2,12.2
112682.0,28.4,24.4,11.7,10.2
146693.0,29.0,25.1,10.8,8.0
141975.0,25.9,15.5,11.3,11.4
208781.0,26.1,20.6,10.5,11.0
203197.0,26.8,19.6,11.4,8.8
142060.0,26.4,22.7,11.2,12.1
168987.0,26.1,21.4,10.5,10.7
157176.0,28.0,23.4,11.4,9.1
142435.0,27.8,23.9,11.1,11.1
161875.0,25.9,24.4,9.3,9.7
197202.0,25.0,18.4,9.1,8.8
142770.0,28.9,20.8,11.3,13.2
132020.0,31.3,21.4,9.9,11.8
140948.0,27.5,22.7,11.1,10.5
142953.0,27.5,21.8,11.6,11.4
141980.0,26.0,21.7,10.7,11.0
140506.0,26.7,19.2,11.7,11.9
143000.0,28.5,22.1,11.7,12.1
140433.0,26.5,23.2,10.3,10.6
125209.0,29.1,19.7,13.2,12.1
143036.0,26.0,22.3,12.9,13.0
174650.0,26.6,21.8,12.4,11.7
166590.0,29.0,19.6,11.2,9.3
143083.0,27.9,20.8,12.7,13.6
128212.0,30.4,24.2,12.2,12.5
157417.0,26.6,20.8,12.1,10.3
143132.0,27.3,22.0,11.6,12.4
123216.0,25.7,22.8,11.2,11.7
293492.0,25.5,11.7,9.9,5.8
143209.0,29.9,21.4,11.9,11.9
142829.0,28.9,20.5,11.3,11.8
151383.0,27.7,21.7,11.6,10.3
143253.0,27.6,21.9,11.7,12.1
169899.0,25.8,20.3,10.8,10.7
102397.0,29.8,26.8,10.6,11.8
143323.0,28.0,21.9,11.2,12.3
148591.0,27.0,23.7,10.4,10.7
201138.0,27.4,22.2,11.8,10.6
143409.0,27.4,24.8,11.6,12.4
184752.0,24.8,23.7,10.1,11.0
140059.0,26.7,22.6,11.7,11.3
143650.0,26.8,22.5,10.7,12.1
147770.0,24.6,22.9,10.2,10.8
139718.0,31.8,23.4,11.5,9.7
143736.0,26.8,21.7,9.8,12.9
125496.0,30.1,22.3,12.0,11.0
125266.0,26.0,25.1,13.8,8.0
143804.0,29.4,22.7,10.3,11.6
143176.0,24.6,23.4,12.1,13.0
131581.0,27.8,22.4,11.9,12.0
143807.0,26.9,23.5,10.9,11.4
144706.0,28.1,18.9,11.0,11.3
135909.0,28.3,22.4,11.8,8.1
143957.0,27.5,21.5,9.9,10.5
140730.0,24.5,15.8,10.8,12.2
149497.0,28.3,22.0,12.1,10.0
144024.0,28.6,22.5,12.0,11.7
141706.0,28.0,22.0,10.8,11.2
140762.0,24.2,17.2,10.8,13.0
144130.0,26.6,19.6,12.3,15.8
176257.0,29.9,10.8,13.1,12.7
148577.0,28.1,22.1,12.0,10.1
144165.0,27.4,22.3,11.6,12.3
146905.0,27.4,21.1,10.8,11.2
274491.0,27.3,20.8,11.3,9.5
144167.0,28.0,23.8,11.4,12.0
168041.0,26.5,22.7,11.3,11.8
288728.0,25.2,15.4,10.7,7.5
144213.0,27.2,19.5,12.0,12.9
114573.0,27.5,24.7,9.6,12.5
139195.0,28.0,21.9,12.3,10.9
144234.0,27.7,21.6,11.0,12.2
142126.0,26.5,22.5,10.4,10.6
144236.0,27.1,20.9,10.0,12.6
227138.0,25.0,14.9,7.4,9.0
145936.0,29.5,19.8,12.3,9.9
144267.0,28.9,22.0,11.0,11.8
141174.0,27.3,19.7,11.3,11.8
151961.0,27.7,21.2,12.2,10.3
144271.0,26.7,22.3,12.2,12.2
166636.0,25.2,20.9,10.8,10.5
140108.0,27.8,23.4,12.3,10.6
144470.0,27.1,22.8,10.9,11.8
199076.0,23.9,21.8,10.2,10.4
134826.0,30.3,23.8,12.7,11.0
144478.0,28.4,22.6,11.8,12.6
175529.0,27.8,21.2,10.5,11.0
141474.0,29.6,21.4,13.4,10.2
144559.0,28.5,23.2,11.8,12.6
140583.0,27.8,21.0,11.2,11.5
111851.0,28.5,25.7,13.0,13.8
144675.0,28.4,23.1,12.2,13.6
188673.0,26.3,24.3,10.4,11.3
188531.0,25.4,20.9,10.3,9.2
145011.0,29.8,23.5,12.3,13.4
146083.0,24.8,21.7,9.8,11.5
143044.0,27.1,22.8,11.6,10.0
145176.0,27.6,21.4,11.3,12.3
170441.0,24.8,21.5,11.0,10.8
144337.0,26.7,21.6,9.2,8.8
145200.0,29.4,22.9,11.3,11.0
142759.0,29.0,20.5,12.6,11.8
161273.0,27.6,21.4,11.6,10.7
145320.0,27.9,22.0,11.4,12.5
135324.0,27.4,23.2,11.2,11.8
268509.0,26.7,18.1,11.3,8.6
145367.0,27.6,23.5,12.3,13.1
102437.0,27.5,25.7,11.2,12.7
130376.0,30.2,22.3,11.3,9.3
145491.0,26.9,23.0,13.2,11.8
160510.0,27.6,20.8,11.9,10.6
145502.0,27.5,22.8,12.0,12.1
125201.0,26.6,23.9,11.7,12.1
139732.0,27.8,22.2,12.2,10.6
145519.0,25.7,24.8,11.1,11.6
163001.0,24.5,22.9,10.3,10.7
165362.0,27.2,21.6,13.4,11.8
145571.0,28.9,19.4,12.6,11.4
148165.0,25.4,23.0,9.6,11.1
294836.0,26.9,18.6,11.6,7.5
145896.0,26.9,22.3,10.8,11.1
134566.0,25.1,23.3,10.4,10.7
247936.0,25.3,21.0,10.7,8.0
146059.0,26.8,23.2,11.1,11.0
134828.0,25.9,25.2,11.4,11.5
118606.0,27.7,24.2,12.9,11.9
146300.0,26.4,23.1,11.9,12.6
170743.0,25.3,22.5,11.0,11.1
135402.0,29.1,23.0,10.0,10.0
146364.0,27.7,19.9,9.3,11.1
145194.0,23.4,24.1,8.6,9.1
266011.0,25.6,19.4,11.0,8.4
146381.0,28.1,22.8,12.2,12.0
147935.0,27.3,23.8,10.6,11.5
268866.0,25.9,17.2,11.7,8.1
146396.0,25.9,22.1,10.6,11.9
162507.0,25.3,21.8,11.0,10.7
188135.0,30.9,21.0,9.8,5.7
153700.0,26.5,20.7,11.6,10.3
142222.0,29.7,22.2,12.1,8.5
146607.0,28.3,21.0,12.1,13.6
150317.0,27.8,25.6,9.7,12.0
140130.0,28.4,21.7,11.5,10.9
146659.0,28.4,21.0,11.3,11.6
147513.0,26.4,21.5,10.4,10.3
289214.0,25.9,16.8,10.2,7.7
146817.0,26.7,21.9,10.6,10.8
134938.0,24.4,22.7,10.6,11.3
140590.0,28.3,22.0,12.0,10.9
146819.0,28.4,21.5,11.6,11.3
148269.0,26.4,21.5,10.9,11.0
130012.0,28.4,26.6,11.4,10.5
147052.0,28.4,20.8,9.9,11.4
155349.0,23.5,20.1,10.6,12.9
188407.0,27.1,18.2,12.0,12.1
147176.0,29.3,20.8,12.4,13.0
134500.0,30.4,24.6,10.5,10.6
140534.0,29.6,24.2,10.2,10.4
147192.0,28.8,25.6,11.0,13.4
159416.0,28.3,21.8,8.6,11.3
197606.0,26.1,19.3,11.6,9.0
147202.0,26.5,22.4,11.3,11.7
181707.0,24.4,22.0,9.7,10.4
147172.0,28.6,23.4,12.9,12.2
147208.0,28.8,23.5,11.7,12.3
200246.0,25.4,18.7,9.1,11.2
173143.0,26.4,22.2,11.5,9.0
147247.0,28.0,22.9,11.6,12.5
205281.0,23.7,19.7,10.3,10.2
130568.0,29.2,22.1,12.4,11.0
147251.0,28.1,21.6,12.4,13.3
123497.0,26.1,25.6,10.2,10.8
295776.0,25.7,17.1,10.7,8.8
147306.0,28.4,22.2,10.2,11.2
132643.0,27.3,23.5,12.2,11.2
147346.0,26.9,22.7,12.2,11.6
167005.0,26.2,22.8,11.8,10.3
140370.0,29.7,22.9,12.2,11.2
147373.0,26.7,25.1,14.0,13.2
165959.0,25.7,21.1,10.6,12.0
164564.0,26.8,21.4,14.3,8.9
147439.0,22.3,24.5,13.1,12.5
159946.0,25.2,25.3,10.2,10.3
150546.0,27.1,22.2,11.1,10.0
147491.0,27.8,21.9,11.3,10.9
152437.0,26.6,21.7,11.3,10.8
171446.0,28.2,23.7,12.3,10.6
147552.0,27.8,24.1,11.5,12.3
158157.0,26.5,23.8,11.5,12.6
290367.0,26.8,18.5,11.3,8.8
147595.0,27.3,23.3,11.9,12.0
128997.0,27.5,25.3,11.9,12.2
210569.0,26.0,21.0,10.9,9.3
147615.0,28.9,24.6,12.3,13.6
111602.0,28.2,27.8,12.5,11.9
137662.0,28.6,22.7,13.1,11.7
147688.0,26.9,22.1,12.0,12.2
150276.0,26.0,25.0,11.4,11.3
199107.0,26.0,20.5,12.3,8.8
147836.0,26.8,21.2,12.1,11.4
156785.0,28.5,17.2,11.1,11.7
146372.0,28.1,21.5,12.2,9.6
147922.0,26.8,22.2,11.7,11.6
162270.0,29.8,22.3,11.6,11.1
137579.0,25.0,23.6,12.4,10.9
148115.0,26.9,24.8,10.9,12.8
196344.0,25.4,23.0,11.9,12.1
219422.0,27.4,20.2,11.5,9.4
148205.0,28.8,24.7,12.5,13.7
89568.0,28.5,27.7,13.1,13.3
129259.0,30.7,20.6,9.9,11.8
148311.0,30.1,20.1,12.3,12.2
155148.0,26.3,22.4,12.8,12.2
219019.0,27.4,19.4,11.3,9.3
148486.0,29.7,22.3,11.9,12.8
124063.0,29.2,24.1,11.1,12.3
142040.0,30.0,17.8,12.4,11.8
148494.0,29.1,22.8,12.5,12.9
146132.0,29.4,24.5,11.6,10.5
131693.0,29.5,22.8,13.8,12.8
148516.0,27.6,23.0,12.3,15.0
183388.0,26.9,22.8,10.4,11.9
217797.0,27.0,22.6,12.6,8.0
148527.0,26.6,22.3,10.8,14.2
162387.0,28.3,23.3,13.3,12.6
