basari_sirasi,ayt_matematik,ayt_kimya,ayt_biyoloji,ayt_fizik
48693.0,30.1,8.3,8.6,9.3
54344.0,34.5,9.5,7.2,9.0
48447.0,24.5,8.1,10.0,10.1
48808.0,30.6,10.0,8.5,11.1
46476.0,34.8,9.7,9.1,9.2
73862.0,22.5,6.4,7.7,9.0
49088.0,30.8,9.9,9.4,11.6
54091.0,35.9,9.6,7.5,8.3
48836.0,22.9,7.5,11.2,8.2
49160.0,30.0,9.6,9.3,11.3
48191.0,32.8,10.3,9.8,9.0
59650.0,23.4,7.6,8.2,10.0
49295.0,29.8,10.1,8.9,11.2
49952.0,33.0,9.5,7.9,9.7
47282.0,24.2,8.2,9.4,10.9
49369.0,30.9,9.8,8.1,11.7
59978.0,33.3,9.3,8.3,8.6
48449.0,24.1,8.0,9.5,10.8
49398.0,31.3,9.4,8.7,11.6
56390.0,33.2,9.2,8.4,8.7
46419.0,24.6,8.5,9.8,10.7
49425.0,31.4,9.5,8.8,11.8
55411.0,34.2,9.6,8.0,8.8
48470.0,23.6,7.8,9.8,10.1
49571.0,30.7,9.9,8.2,11.1
46824.0,34.3,10.1,9.2,8.1
52472.0,24.0,7.7,9.2,10.2
49604.0,31.2,9.7,8.1,11.2
47436.0,33.8,9.4,9.2,8.4
54143.0,23.0,7.9,7.5,9.8
49611.0,28.7,10.6,9.6,11.0
48869.0,33.3,9.8,8.9,9.2
52062.0,23.4,8.2,9.3,10.9
49623.0,30.7,10.2,8.3,11.6
54911.0,33.2,9.4,8.7,8.6
40461.0,25.3,8.7,9.8,10.8
49676.0,30.7,9.8,8.7,11.5
44055.0,35.6,9.8,9.1,9.3
50059.0,24.2,7.6,9.1,9.9
49682.0,30.2,9.6,8.0,11.2
43835.0,34.8,9.3,7.2,9.6
54052.0,23.1,7.8,9.2,10.1
49684.0,31.0,9.8,8.3,11.2
52933.0,33.9,9.4,8.6,8.3
52095.0,21.2,7.8,9.3,10.2
49797.0,29.5,9.4,8.0,12.6
49678.0,33.2,9.2,9.5,7.6
43139.0,26.3,9.1,9.7,10.9
49849.0,31.2,10.0,8.5,11.8
61103.0,33.7,9.2,8.0,8.8
49135.0,24.8,8.3,9.0,9.9
50224.0,29.8,9.7,7.5,11.9
48884.0,34.4,9.5,8.6,8.4
55330.0,25.2,7.0,8.2,9.2
50227.0,31.0,9.1,7.8,10.6
58762.0,32.2,10.2,7.6,8.6
68030.0,19.2,6.6,8.9,7.1
50246.0,29.9,10.1,9.3,11.5
49915.0,33.5,9.5,9.9,9.6
64597.0,22.3,8.0,9.2,9.5
50318.0,30.6,9.6,8.4,11.1
59629.0,33.8,9.4,8.1,8.6
68786.0,20.8,7.3,9.4,10.1
50401.0,29.4,10.0,9.0,10.0
50249.0,33.1,10.6,7.5,9.0
49606.0,23.8,7.8,9.3,9.9
50465.0,30.7,9.3,8.4,11.2
49731.0,34.3,9.4,9.1,8.6
51040.0,23.5,7.0,11.5,10.4
50489.0,31.6,9.7,7.0,11.1
48027.0,35.3,10.3,8.9,7.5
50895.0,23.5,7.8,9.5,9.9
50590.0,30.5,9.8,8.1,11.1
48299.0,34.7,9.8,8.8,8.7
81212.0,25.3,8.9,9.7,11.1
50685.0,32.8,10.6,9.4,12.0
53530.0,35.4,10.4,9.7,10.1
57557.0,22.6,8.6,9.1,11.8
50732.0,29.4,9.9,8.9,12.2
54492.0,33.5,8.3,8.1,8.6
57085.0,23.0,7.4,9.0,9.8
50915.0,30.6,9.6,8.2,11.0
59022.0,33.3,9.1,8.2,8.0
52711.0,21.8,9.7,9.8,10.2
50930.0,28.6,9.4,10.1,11.3
48745.0,35.3,9.8,8.3,9.1
50759.0,24.2,8.2,10.1,8.9
50942.0,29.6,10.2,8.7,11.4
47655.0,34.3,9.6,10.5,8.5
53369.0,23.1,7.8,8.2,10.6
50946.0,29.5,9.4,7.5,11.4
63698.0,31.7,8.6,6.1,8.3
50727.0,23.1,7.9,9.1,10.4
51155.0,30.4,9.1,8.5,10.8
49251.0,34.3,9.6,8.9,8.7
53885.0,23.5,7.0,8.2,9.6
51187.0,29.4,10.1,9.0,10.9
50436.0,33.1,11.1,7.5,8.0
57851.0,23.1,8.0,9.0,10.4
51200.0,30.8,9.8,8.1,12.2
53522.0,33.9,9.5,8.7,9.2
65722.0,19.8,8.4,9.0,10.4
51275.0,30.3,9.3,6.8,10.8
54511.0,35.6,9.7,8.0,8.8
52274.0,23.2,8.4,10.0,10.4
51366.0,30.9,9.7,8.2,10.9
60217.0,33.0,8.9,8.7,7.9
57730.0,21.8,10.2,8.6,9.7
51436.0,31.8,9.8,7.0,10.4
67708.0,31.9,10.0,7.2,8.2
73158.0,22.1,7.4,8.0,9.5
51473.0,31.0,9.7,8.2,11.4
50208.0,34.6,9.8,8.0,9.5
62635.0,20.5,6.7,9.8,10.2
51555.0,32.8,9.1,6.2,9.6
69011.0,31.5,7.6,7.2,7.1
62297.0,22.5,7.8,9.0,9.9
51601.0,30.3,9.7,8.4,11.3
55435.0,33.8,9.1,8.4,9.1
76362.0,22.8,6.8,7.8,10.0
51677.0,31.4,9.9,8.5,10.2
51020.0,34.6,8.9,9.5,8.3
49819.0,23.3,7.7,9.3,10.1
51699.0,30.8,9.8,8.4,11.1
50187.0,23.1,7.8,9.5,10.1
51902.0,29.9,9.8,8.7,10.8
51196.0,34.0,9.9,9.0,8.2
76055.0,18.7,7.5,10.7,10.8
51994.0,30.2,9.4,8.4,9.9
49934.0,35.5,8.6,8.1,9.5
56324.0,22.3,8.1,9.4,9.9
52052.0,30.1,9.4,8.1,10.9
53967.0,33.4,9.7,8.5,8.3
54185.0,22.0,9.1,8.6,10.4
52056.0,26.0,11.0,8.0,12.3
58161.0,31.5,9.6,8.0,8.4
64639.0,18.6,8.0,10.8,9.8
52134.0,29.4,8.7,7.9,11.6
57939.0,33.4,8.6,8.4,8.0
53133.0,23.6,8.1,9.8,10.0
52185.0,31.2,9.4,8.4,11.1
53064.0,34.7,9.9,9.1,8.4
42636.0,25.2,9.0,9.0,11.1
52245.0,30.3,9.3,9.1,11.6
59610.0,31.4,9.5,8.6,7.3
56852.0,23.3,8.3,9.0,11.0
52302.0,30.5,9.5,7.9,10.1
57485.0,32.0,9.7,8.8,8.4
58944.0,21.4,8.8,8.9,10.2
52349.0,31.9,9.2,8.0,11.6
55967.0,36.5,9.1,6.4,9.5
51827.0,22.5,7.4,9.9,10.0
52412.0,29.9,10.2,7.8,11.6
50087.0,35.9,8.8,7.8,8.6
62317.0,23.6,7.6,9.0,9.9
52494.0,31.5,9.8,7.4,11.0
53621.0,22.6,8.2,9.6,10.2
52622.0,29.9,9.9,8.6,10.4
49376.0,35.5,8.8,7.8,8.3
65582.0,21.6,7.0,10.0,9.6
52654.0,29.3,10.4,7.3,11.6
51768.0,34.8,9.6,9.9,7.6
53956.0,23.0,8.4,9.6,10.2
52734.0,30.1,9.5,8.8,11.4
65698.0,31.6,8.8,7.7,7.9
104529.0,19.2,5.6,8.2,8.0
53064.0,29.0,10.5,8.4,11.6
47457.0,35.8,9.9,9.0,9.7
52405.0,20.6,8.1,9.4,11.2
53106.0,30.8,9.7,7.2,10.1
49682.0,31.8,8.6,9.5,7.3
51245.0,23.8,7.6,9.5,10.1
53212.0,29.7,9.7,8.2,11.3
51562.0,33.6,9.6,8.7,8.5
49222.0,24.7,8.5,9.3,10.9
53217.0,31.2,9.8,9.1,12.0
63451.0,32.8,9.0,8.7,8.5
57953.0,22.6,7.7,9.5,10.2
53240.0,30.1,9.7,8.8,11.5
49281.0,33.3,9.8,9.6,9.3
51511.0,23.2,8.1,9.4,10.0
53383.0,29.6,9.5,8.5,11.0
52589.0,33.2,9.7,9.0,8.4
68137.0,21.4,8.6,8.9,7.5
53472.0,30.9,8.9,8.4,11.3
52476.0,33.2,10.1,7.3,8.7
61136.0,20.0,6.9,9.4,11.9
53499.0,28.3,9.9,8.4,12.2
69826.0,29.7,9.0,7.2,7.4
121480.0,19.4,5.8,6.9,9.2
53525.0,31.8,9.7,8.2,10.6
49941.0,33.8,9.1,8.2,9.1
52734.0,21.6,8.2,10.5,10.1
53530.0,29.8,8.6,8.2,11.3
49795.0,33.7,9.7,8.8,9.1
137184.0,16.8,6.8,8.7,9.0
55204.0,23.6,8.1,9.3,11.1
53557.0,31.0,9.8,8.6,11.2
59639.0,34.4,9.4,8.0,8.8
50642.0,20.9,9.7,9.8,9.2
53676.0,29.2,10.2,7.4,10.3
45164.0,34.8,10.2,8.9,8.8
68682.0,22.3,7.0,9.2,9.1
53707.0,30.5,9.1,8.2,11.1
49727.0,33.9,9.7,9.1,8.8
60059.0,20.8,6.2,9.7,10.8
53730.0,29.9,7.3,7.7,11.6
65754.0,30.5,8.2,8.5,8.5
65314.0,21.8,7.8,9.1,9.4
53794.0,30.3,9.8,8.0,10.5
50724.0,33.9,9.9,9.5,8.6
65815.0,21.9,7.4,8.8,10.1
53816.0,30.0,9.2,8.1,11.4
57421.0,33.7,9.3,8.0,8.1
43915.0,25.3,8.3,10.1,11.0
53949.0,31.0,9.5,7.7,11.0
62737.0,32.5,9.3,8.0,8.2
29261.0,27.5,10.2,10.6,11.8
53982.0,30.2,9.5,8.6,11.7
74046.0,31.3,8.7,8.0,8.0
54259.0,23.8,7.3,9.3,11.0
54318.0,30.2,8.8,8.6,11.3
64178.0,34.1,8.4,7.3,7.9
58759.0,21.8,7.8,9.2,10.3
54346.0,28.9,9.6,7.9,11.0
48497.0,34.8,9.8,8.7,8.8
53031.0,23.4,8.1,8.8,9.9
54351.0,29.0,9.7,8.3,10.9
51466.0,34.0,9.7,9.2,8.6
76169.0,21.3,7.3,8.1,8.7
54491.0,29.6,9.8,8.6,10.7
54599.0,33.8,9.9,8.5,8.2
53925.0,23.7,7.9,9.6,10.1
54493.0,30.6,9.3,8.2,11.5
55484.0,34.3,9.4,8.6,8.6
82179.0,19.5,7.6,8.4,9.3
54500.0,30.2,10.1,8.2,10.9
47019.0,35.1,10.2,8.0,9.5
52421.0,22.4,8.3,9.6,9.4
54528.0,29.7,9.5,8.4,11.2
53869.0,33.1,9.6,9.0,8.1
68367.0,21.6,7.5,8.5,9.6
54666.0,30.8,9.5,8.1,11.3
58228.0,33.7,9.3,8.4,8.1
58181.0,22.2,7.9,9.1,10.1
54761.0,29.9,9.6,8.5,10.7
60165.0,33.0,9.3,8.3,7.7
78636.0,21.8,7.1,8.6,9.3
54766.0,30.0,9.1,8.2,10.8
54436.0,33.3,9.0,8.8,8.6
54670.0,23.7,8.0,8.8,10.5
54773.0,30.5,9.4,7.8,11.4
60054.0,33.9,9.0,7.8,8.2
144278.0,15.8,5.4,7.9,8.1
54831.0,30.8,10.3,8.3,10.3
54262.0,34.6,9.7,7.0,8.3
107436.0,20.3,5.8,6.9,8.6
54859.0,30.3,10.3,7.8,11.8
46883.0,35.2,9.2,8.8,9.5
53346.0,24.3,8.1,9.6,10.6
54919.0,30.8,10.7,8.4,12.0
61202.0,32.8,9.3,8.1,9.1
61892.0,24.1,6.9,7.4,8.4
54967.0,30.1,10.0,7.8,9.8
61131.0,35.9,9.0,7.6,7.9
51356.0,22.2,7.5,11.4,10.8
55066.0,31.0,8.9,7.5,11.6
49789.0,35.1,10.4,9.1,8.5
59677.0,21.5,8.6,7.7,10.3
55445.0,29.5,10.6,8.4,12.2
64975.0,30.5,9.2,7.6,8.8
96496.0,18.5,7.4,9.6,8.8
55641.0,29.8,10.1,7.3,10.1
54699.0,31.8,8.3,6.9,9.8
66833.0,21.1,6.9,10.4,9.9
55710.0,30.5,8.3,8.7,11.3
65392.0,21.8,7.9,8.9,9.7
55726.0,30.4,9.7,8.3,11.1
84175.0,21.4,6.3,7.1,9.1
55790.0,29.9,8.8,7.8,12.2
81768.0,29.0,9.8,8.2,7.9
67382.0,22.1,8.0,8.5,10.9
55801.0,31.2,8.4,8.0,11.9
59073.0,33.4,9.4,8.5,10.2
61665.0,21.9,7.8,9.0,11.3
55834.0,31.5,9.4,7.9,10.5
47786.0,24.2,8.6,9.7,11.1
55834.0,30.6,9.3,8.1,11.4
64850.0,32.3,9.2,8.0,8.6
53130.0,24.2,7.6,7.6,9.5
55852.0,29.9,10.0,8.1,12.6
59411.0,21.4,8.3,8.3,10.7
55906.0,30.2,8.9,7.3,12.2
54628.0,32.0,9.3,8.7,8.5
94137.0,20.8,7.1,8.7,9.7
55966.0,30.5,9.9,8.5,11.8
60128.0,33.6,9.5,8.7,9.1
55911.0,22.6,7.8,9.2,9.4
56006.0,29.7,9.3,8.4,10.9
52922.0,34.0,9.6,9.0,8.7
55647.0,22.3,8.7,9.5,10.3
56026.0,29.6,9.4,8.1,10.9
64186.0,31.4,9.4,8.1,7.7
56043.0,22.5,8.1,10.0,10.3
56031.0,29.5,9.8,8.5,11.0
43012.0,34.7,10.0,9.2,9.0
92216.0,20.5,6.4,8.8,8.3
56171.0,30.7,9.4,8.1,11.2
56845.0,22.7,8.2,9.7,9.2
56192.0,30.5,9.6,8.3,11.0
54604.0,34.5,9.4,8.9,8.0
70857.0,24.8,6.9,7.2,8.8
56244.0,32.7,11.2,9.3,13.4
80177.0,32.9,8.1,7.2,7.7
93619.0,20.4,7.1,7.5,8.4
56293.0,29.7,10.1,9.6,11.0
58319.0,34.6,9.7,8.2,8.2
63219.0,21.9,7.8,7.7,11.6
56352.0,31.0,8.1,7.5,11.2
52218.0,30.9,10.5,10.0,8.5
53765.0,22.4,7.6,9.6,10.0
56472.0,29.5,9.1,8.3,11.0
54915.0,33.0,9.8,8.8,8.3
54317.0,22.4,7.9,9.4,9.8
56493.0,29.5,9.3,8.3,10.8
55527.0,34.0,9.3,8.4,8.1
57160.0,22.5,8.1,10.0,10.0
56719.0,28.8,9.1,8.8,11.2
56555.0,33.2,9.2,9.0,7.7
150836.0,16.8,5.5,6.3,7.9
56871.0,30.4,8.9,8.6,10.0
69205.0,21.3,7.0,8.7,9.6
57048.0,30.2,9.5,8.0,10.9
60493.0,32.5,9.6,8.1,8.2
86875.0,20.9,7.6,5.9,11.3
57090.0,28.9,9.6,7.3,12.3
65238.0,29.5,9.1,8.2,10.2
71934.0,20.6,8.4,9.2,10.8
57099.0,28.8,8.7,9.8,10.7
56200.0,34.3,10.2,7.7,7.1
42146.0,26.2,8.7,9.3,11.5
57169.0,29.2,9.3,8.8,11.4
76573.0,31.2,8.3,7.3,7.6
73195.0,18.9,7.9,10.7,8.7
57223.0,30.4,7.8,7.9,10.2
60663.0,32.7,9.3,7.1,8.4
71773.0,20.9,7.0,8.8,9.6
57240.0,30.3,9.2,7.6,11.1
61406.0,32.7,8.9,8.2,8.3
69553.0,19.8,6.8,8.5,10.2
57312.0,29.5,8.8,8.1,11.1
63399.0,29.7,7.9,7.9,8.6
55288.0,22.4,7.9,9.5,9.9
57338.0,29.8,9.7,8.0,11.0
56228.0,33.2,9.4,8.9,8.7
84114.0,21.4,6.5,7.7,7.9
57418.0,30.7,9.6,8.0,11.1
56137.0,34.6,9.8,7.7,8.1
66446.0,20.3,6.7,9.1,9.4
57492.0,29.2,9.4,7.9,11.8
67550.0,31.4,9.1,7.9,7.9
54297.0,22.9,8.2,9.5,10.1
57561.0,30.1,9.9,8.4,11.4
56709.0,34.2,9.6,8.8,8.5
84725.0,19.2,7.0,7.3,9.7
57785.0,29.9,9.9,8.9,10.6
61434.0,34.9,8.9,8.4,7.2
55183.0,23.4,8.6,7.8,9.9
57833.0,31.2,8.8,7.6,11.6
57302.0,33.2,10.3,9.5,7.5
60036.0,22.0,7.8,9.2,10.3
57977.0,29.5,9.4,8.1,11.4
63082.0,32.2,9.3,8.4,8.6
73984.0,21.2,7.1,8.9,9.5
58066.0,29.7,9.4,8.5,11.1
62878.0,32.8,8.9,8.1,8.1
56867.0,22.5,7.8,9.5,10.1
58069.0,29.4,9.6,8.0,10.9
55156.0,22.5,8.2,9.6,9.6
58123.0,29.9,9.0,8.0,10.5
54145.0,34.0,9.3,9.0,8.3
79790.0,19.4,7.5,8.5,10.3
58339.0,29.8,10.0,7.5,10.2
57069.0,34.1,8.9,8.3,6.4
59529.0,21.2,7.6,9.3,9.9
58350.0,28.8,8.6,8.8,11.1
53688.0,32.7,10.1,8.7,8.8
55434.0,22.3,8.1,9.8,10.3
58387.0,29.2,9.6,7.5,11.1
70910.0,31.4,8.9,7.8,7.6
79045.0,21.7,7.5,8.3,9.3
58409.0,29.7,9.9,8.2,10.8
50928.0,34.8,9.6,8.9,8.4
103194.0,20.9,5.8,7.8,7.6
58513.0,29.6,10.0,8.1,11.1
60112.0,34.4,8.4,9.4,6.7
60187.0,22.1,7.6,9.1,10.6
58525.0,29.1,9.5,8.0,11.2
68907.0,32.3,8.7,7.4,8.1
72794.0,21.0,7.9,9.0,9.6
58868.0,29.8,9.2,8.0,10.7
64926.0,32.7,9.0,8.1,7.5
87433.0,20.8,7.2,8.9,10.1
58869.0,30.0,9.7,8.4,11.5
52287.0,34.7,9.7,8.2,8.8
54038.0,22.6,8.3,9.4,10.5
58920.0,29.6,9.1,8.1,10.8
66447.0,32.0,8.6,8.2,8.0
135198.0,17.7,6.8,8.8,8.1
58958.0,28.9,9.6,8.0,11.5
58756.0,32.1,8.6,7.2,7.7
78485.0,19.3,7.0,8.9,8.2
59046.0,28.0,10.0,8.4,12.1
60514.0,33.8,8.5,7.8,7.7
66067.0,22.8,7.9,8.6,10.9
59089.0,28.4,9.2,8.6,11.2
74437.0,31.4,8.2,7.3,7.7
66912.0,20.5,8.0,9.4,9.8
59150.0,30.1,9.2,8.7,10.8
52887.0,34.1,9.2,8.6,8.5
68344.0,21.5,7.3,8.8,9.6
59156.0,29.5,9.5,8.5,11.2
64426.0,32.5,8.6,7.8,8.0
54892.0,21.3,8.5,9.9,10.2
59165.0,28.3,9.0,8.8,10.9
68823.0,31.5,9.1,8.5,7.4
77760.0,22.0,7.0,6.8,8.5
59168.0,29.2,9.7,7.8,12.0
56674.0,35.0,8.8,7.5,9.0
59234.0,24.9,7.8,9.7,11.1
59171.0,31.0,9.0,8.6,12.2
79655.0,29.1,8.0,9.4,8.4
107591.0,18.8,6.1,8.7,8.1
59242.0,30.0,8.8,8.1,11.4
58404.0,32.3,8.7,8.4,8.8
53952.0,22.6,7.8,9.6,10.6
59276.0,28.9,9.7,8.5,10.6
66934.0,30.8,9.0,8.4,7.3
58656.0,22.6,7.9,9.3,9.1
59277.0,29.1,9.5,8.4,10.5
57154.0,33.5,9.5,8.8,8.5
85573.0,20.8,8.1,6.8,9.3
59457.0,30.3,9.3,8.7,10.2
64887.0,34.7,8.7,7.4,6.9
58946.0,21.4,7.7,9.2,10.0
59593.0,29.1,9.2,7.7,10.6
58174.0,33.0,9.5,8.2,8.0
64969.0,21.2,7.3,8.8,9.6
59641.0,28.9,9.5,8.0,10.8
68909.0,31.4,8.8,7.7,7.4
233379.0,16.4,5.2,7.1,6.9
59745.0,29.7,9.5,8.0,9.3
57761.0,31.2,9.6,8.5,9.1
100739.0,17.6,6.7,7.9,8.9
59952.0,30.3,9.1,7.4,10.5
56623.0,34.9,9.2,7.9,7.3
62400.0,21.5,8.0,9.2,10.6
60079.0,29.4,9.5,7.7,11.5
68881.0,31.8,8.7,7.7,8.0
65516.0,21.6,6.8,8.1,10.0
60155.0,29.9,9.4,6.9,10.5
62162.0,32.5,9.3,8.0,8.6
63782.0,23.7,5.9,6.6,10.9
60299.0,31.2,8.9,7.3,11.5
75585.0,29.8,9.4,8.2,8.1
61202.0,24.2,7.4,7.6,10.0
60381.0,28.8,9.2,8.9,11.7
96072.0,28.1,6.7,6.9,7.7
79817.0,19.7,6.2,8.8,9.5
60421.0,30.1,9.3,7.5,11.8
70895.0,32.0,8.4,6.8,6.8
69250.0,21.4,7.2,8.7,9.2
60587.0,30.0,8.9,7.6,11.3
65945.0,31.8,9.2,8.0,7.5
69262.0,22.2,7.6,9.4,9.7
60644.0,28.9,10.0,8.3,11.3
56908.0,33.3,9.3,8.5,8.2
74823.0,21.1,7.1,8.2,9.0
60649.0,29.4,9.3,7.9,11.2
65731.0,31.6,9.0,7.7,7.6
71627.0,21.1,7.5,8.5,8.9
60652.0,30.4,8.4,6.6,12.1
70120.0,31.9,9.5,8.2,7.2
81169.0,22.4,6.3,8.0,7.9
60660.0,29.3,7.8,8.7,10.6
69974.0,31.7,9.3,6.8,8.4
68439.0,22.6,7.0,8.9,10.4
60690.0,29.6,9.6,8.3,11.1
65043.0,32.2,9.4,8.0,7.6
59912.0,24.5,8.5,7.6,10.0
62622.0,21.8,7.8,9.6,9.6
61094.0,28.9,9.5,7.6,11.0
69074.0,31.2,9.3,8.1,7.6
60130.0,21.7,7.8,9.5,9.4
61281.0,29.2,9.1,7.9,10.6
59728.0,33.5,9.6,8.5,8.1
81824.0,19.9,7.2,8.5,9.4
61297.0,28.5,9.4,8.1,10.7
63132.0,33.1,8.7,7.8,8.1
90406.0,19.2,6.8,8.7,7.8
61356.0,30.0,8.7,8.0,10.6
53320.0,33.0,9.4,8.6,8.0
90718.0,19.4,6.7,8.0,8.2
61713.0,28.9,9.3,8.0,10.3
59843.0,33.5,9.3,8.1,7.6
85473.0,22.2,5.6,7.2,8.5
61744.0,29.5,8.9,6.9,11.2
92626.0,30.8,9.2,6.5,6.2
61424.0,21.8,7.8,8.8,9.0
61784.0,27.5,10.0,8.3,10.3
65438.0,30.2,9.2,8.4,8.4
167227.0,15.2,4.0,6.9,7.4
101584.0,19.3,7.3,8.9,9.2
61942.0,29.4,9.8,9.2,10.9
50945.0,33.3,10.1,8.8,9.5
105661.0,18.1,6.6,7.6,9.8
61982.0,29.4,8.7,8.1,10.9
64434.0,21.9,7.6,8.0,9.0
62027.0,28.7,9.0,7.7,10.4
71954.0,30.3,9.0,7.4,8.6
87333.0,18.9,7.1,8.7,9.5
62151.0,33.9,10.5,6.2,9.5
69464.0,33.8,7.3,8.6,7.9
61796.0,22.6,7.4,8.1,8.3
62312.0,28.0,9.5,8.1,11.3
62555.0,33.5,9.5,8.6,7.4
70328.0,21.0,7.4,8.4,9.5
62327.0,28.4,8.5,7.9,10.5
62781.0,33.6,9.7,7.4,7.9
76908.0,20.2,6.9,8.4,9.0
62484.0,29.5,9.0,7.1,10.8
69468.0,32.0,8.9,7.7,7.2
64124.0,21.5,7.4,9.1,10.3
62486.0,29.0,9.1,7.9,11.4
72820.0,31.6,8.2,7.4,8.0
77346.0,19.9,6.5,8.4,9.4
62519.0,29.4,9.4,6.7,11.5
52589.0,23.4,8.2,9.4,10.5
62528.0,29.3,9.4,7.9,11.1
74874.0,30.8,8.7,7.6,8.0
93106.0,23.2,5.5,7.7,8.2
62536.0,31.6,9.4,7.5,10.0
56579.0,35.4,8.7,7.8,7.2
58422.0,22.1,7.6,9.8,9.7
62564.0,28.1,9.3,8.1,12.1
74389.0,30.0,8.3,7.7,7.3
70746.0,21.8,8.6,8.9,10.8
62847.0,31.8,7.9,7.1,11.5
77389.0,34.1,5.3,4.2,8.6
100747.0,18.4,6.8,7.8,11.6
62885.0,32.5,8.9,8.8,10.4
37359.0,34.4,11.8,11.8,12.1
146346.0,14.5,4.9,7.2,8.4
62930.0,30.5,9.0,8.4,10.9
66455.0,34.5,8.4,8.1,8.2
100108.0,21.8,5.4,7.1,7.6
62953.0,28.3,8.5,7.9,11.6
64244.0,30.7,10.1,8.5,8.4
66898.0,21.0,7.2,9.4,9.8
63221.0,28.6,9.0,8.7,10.8
64346.0,31.8,9.2,8.9,7.9
63181.0,19.6,8.2,8.9,9.6
63403.0,27.1,9.2,9.2,11.5
66740.0,32.2,9.3,7.8,7.4
63663.0,21.2,7.9,9.1,9.7
63449.0,29.5,9.2,7.7,10.6
64251.0,32.7,9.1,8.1,7.7
60246.0,22.7,8.0,8.5,9.3
63520.0,29.5,9.3,7.9,11.5
57262.0,33.8,9.3,9.6,10.0
101893.0,19.2,6.6,7.6,9.1
63723.0,30.0,8.9,7.7,11.3
64487.0,32.5,8.9,7.9,9.0
74212.0,19.5,7.4,9.4,8.6
63726.0,29.5,8.6,7.3,10.3
55686.0,32.4,9.1,8.8,8.9
86560.0,21.9,6.1,8.7,8.7
63806.0,29.7,9.3,7.6,11.4
58869.0,34.0,9.1,7.9,8.6
72574.0,19.1,6.9,8.4,9.3
63954.0,28.7,10.6,8.0,11.4
74040.0,21.0,7.6,9.0,9.6
63972.0,29.7,9.0,7.9,11.4
67662.0,33.2,8.8,6.9,8.2
75278.0,20.2,7.2,8.9,9.8
63995.0,29.2,8.7,8.0,10.7
56989.0,32.9,10.2,7.7,7.8
83597.0,20.8,7.0,9.0,8.6
64321.0,28.4,9.9,8.6,10.5
62392.0,32.9,9.6,8.7,8.6
86193.0,19.6,6.7,8.3,9.3
64445.0,29.5,9.1,7.9,10.8
68870.0,32.8,8.9,7.7,7.5
55464.0,23.1,8.6,9.2,9.9
64531.0,29.0,8.7,8.2,10.8
74506.0,31.1,8.2,7.7,7.3
68542.0,21.8,7.2,8.3,9.9
64610.0,28.9,8.7,7.7,10.9
68930.0,32.3,8.8,7.8,8.1
59949.0,22.5,8.1,9.2,10.8
64742.0,29.8,9.2,7.8,10.9
80505.0,30.5,8.5,6.9,7.8
63672.0,22.2,7.6,8.8,9.9
64807.0,29.0,8.8,7.2,11.3
84679.0,29.1,8.4,7.5,6.8
66141.0,21.8,7.2,8.2,9.9
64863.0,29.4,9.3,7.7,11.0
70306.0,32.7,9.3,8.2,7.7
77794.0,21.0,7.0,6.5,9.5
64972.0,28.8,8.3,7.7,10.7
64274.0,33.8,8.1,7.2,8.3
59071.0,22.3,7.7,9.1,9.3
65015.0,27.9,9.1,8.0,10.7
80884.0,30.0,8.7,7.1,7.2
79700.0,22.4,6.0,8.3,9.0
65096.0,26.1,8.6,8.3,11.4
71780.0,30.8,10.1,8.1,6.9
87139.0,19.9,6.9,8.2,9.3
65181.0,28.0,8.8,8.5,10.3
67755.0,32.7,8.7,7.9,7.9
83586.0,20.8,6.2,8.0,9.4
65231.0,27.9,9.8,8.1,10.8
70623.0,30.4,8.7,8.4,7.5
95489.0,17.1,5.8,8.9,9.9
65232.0,30.9,8.4,7.0,11.0
65168.0,31.8,8.9,7.5,7.8
69941.0,21.1,7.3,9.1,9.3
65319.0,29.1,9.3,8.2,10.8
56972.0,21.5,7.3,8.9,11.1
65333.0,29.0,9.8,7.6,10.6
79512.0,30.7,8.7,6.2,7.1
62343.0,22.2,7.9,9.3,9.5
65376.0,29.5,9.4,8.1,10.7
55679.0,33.8,9.4,8.6,8.9
78438.0,18.5,7.3,10.1,9.9
65463.0,27.9,9.5,8.1,10.4
54576.0,33.4,9.5,8.5,8.3
69115.0,21.1,6.6,9.3,9.5
65692.0,29.2,8.9,7.6,10.8
77551.0,32.2,8.4,7.6,7.9
70286.0,22.8,7.1,9.9,7.2
65724.0,27.5,9.1,8.8,9.1
61814.0,35.3,8.3,7.3,6.4
62651.0,21.2,7.5,8.9,8.4
65781.0,27.5,9.3,8.9,11.0
57704.0,32.1,9.4,8.8,8.9
58558.0,22.7,7.9,9.7,10.4
65782.0,29.7,8.8,7.8,10.7
86946.0,30.1,8.0,7.6,8.0
70554.0,21.0,7.3,7.9,8.5
65836.0,27.7,9.4,8.3,9.8
74176.0,29.9,9.5,8.1,7.5
61004.0,22.2,7.4,9.1,9.8
65885.0,27.8,9.0,7.8,11.0
72365.0,30.8,8.5,7.7,7.1
63967.0,20.8,6.6,9.5,9.6
65926.0,28.1,8.8,7.4,11.2
89412.0,31.0,8.0,6.1,7.7
64101.0,21.3,7.4,9.2,9.2
65954.0,27.7,9.1,7.9,10.4
63826.0,32.4,9.3,8.4,7.4
67656.0,19.2,7.5,8.4,10.0
66012.0,30.1,8.6,8.0,10.1
59601.0,32.1,9.4,9.8,6.7
