basari_sirasi,ayt_edebiyat,ayt_tarih1,ayt_cografya1,ayt_tarih2,ayt_cografya2,ayt_felsefe,ayt_din_kulturu
198161.0,14.9,0,4.0,0,0,0,0
160693.0,16.0,0,3.8,0,0,0,0
181478.0,14.1,0,2.7,0,0,0,0
194244.0,14.1,0,4.1,0,0,0,0
177820.0,17.1,0,3.7,0,0,0,0
181522.0,16.1,0,3.2,0,0,0,0
199157.0,15.4,0,4.1,0,0,0,0
128910.0,16.6,0,3.0,0,0,0,0
181609.0,12.3,0,3.4,0,0,0,0
199117.0,14.4,0,4.8,0,0,0,0
153302.0,19.0,0,4.4,0,0,0,0
181661.0,13.1,0,3.3,0,0,0,0
185494.0,15.7,0,4.3,0,0,0,0
176093.0,17.5,0,3.6,0,0,0,0
181909.0,16.6,0,2.4,0,0,0,0
176102.0,18.7,0,3.4,0,0,0,0
182748.0,15.2,0,3.2,0,0,0,0
189103.0,15.2,0,4.3,0,0,0,0
147934.0,16.3,0,3.7,0,0,0,0
182897.0,14.4,0,2.9,0,0,0,0
203588.0,14.6,0,4.5,0,0,0,0
177253.0,13.1,0,3.6,0,0,0,0
182999.0,11.8,0,2.4,0,0,0,0
282987.0,14.5,0,3.7,0,0,0,0
192669.0,15.0,0,3.6,0,0,0,0
183905.0,8.4,0,3.3,0,0,0,0
205928.0,12.1,0,5.0,0,0,0,0
156857.0,16.2,0,3.5,0,0,0,0
183980.0,16.9,0,2.8,0,0,0,0
183325.0,12.2,0,3.0,0,0,0,0
161838.0,15.8,0,3.5,0,0,0,0
184105.0,14.3,0,2.7,0,0,0,0
221932.0,14.2,0,4.9,0,0,0,0
179447.0,16.4,0,3.7,0,0,0,0
184141.0,14.9,0,3.3,0,0,0,0
194845.0,15.6,0,4.3,0,0,0,0
187702.0,14.7,0,4.0,0,0,0,0
184742.0,16.0,0,3.5,0,0,0,0
204981.0,14.2,0,3.6,0,0,0,0
179972.0,15.0,0,3.5,0,0,0,0
185468.0,15.7,0,1.8,0,0,0,0
206594.0,15.4,0,4.9,0,0,0,0
161031.0,13.9,0,3.3,0,0,0,0
185602.0,14.6,0,2.9,0,0,0,0
184026.0,15.1,0,4.7,0,0,0,0
152699.0,18.9,0,3.5,0,0,0,0
186110.0,13.8,0,3.2,0,0,0,0
293994.0,13.1,0,4.6,0,0,0,0
170037.0,12.8,0,3.8,0,0,0,0
186731.0,13.3,0,3.0,0,0,0,0
184805.0,16.0,0,4.2,0,0,0,0
186897.0,14.6,0,2.4,0,0,0,0
220878.0,9.8,0,4.8,0,0,0,0
166037.0,17.2,0,3.3,0,0,0,0
187454.0,14.2,0,3.3,0,0,0,0
215274.0,13.6,0,4.1,0,0,0,0
187750.0,17.8,0,3.9,0,0,0,0
187803.0,12.3,0,2.2,0,0,0,0
237021.0,12.4,0,4.1,0,0,0,0
205458.0,16.1,0,3.9,0,0,0,0
188140.0,16.2,0,3.0,0,0,0,0
206729.0,13.8,0,4.5,0,0,0,0
175825.0,16.9,0,3.3,0,0,0,0
188600.0,12.9,0,2.6,0,0,0,0
207471.0,14.6,0,5.0,0,0,0,0
184557.0,14.9,0,3.5,0,0,0,0
188651.0,17.3,0,2.8,0,0,0,0
191791.0,15.8,0,4.2,0,0,0,0
173950.0,17.8,0,3.7,0,0,0,0
188812.0,11.9,0,2.7,0,0,0,0
188126.0,15.7,0,4.0,0,0,0,0
176232.0,16.8,0,3.6,0,0,0,0
189030.0,16.1,0,2.8,0,0,0,0
206330.0,15.1,0,4.0,0,0,0,0
163586.0,17.0,0,3.7,0,0,0,0
189170.0,15.2,0,2.9,0,0,0,0
224581.0,14.6,0,4.8,0,0,0,0
197686.0,14.6,0,3.5,0,0,0,0
189181.0,14.9,0,3.1,0,0,0,0
190643.0,14.0,0,4.0,0,0,0,0
154873.0,16.6,0,3.8,0,0,0,0
189436.0,14.5,0,3.2,0,0,0,0
223986.0,14.5,0,4.7,0,0,0,0
222192.0,16.8,0,3.7,0,0,0,0
189468.0,16.1,0,2.8,0,0,0,0
210803.0,15.8,0,4.2,0,0,0,0
164777.0,16.0,0,3.6,0,0,0,0
189602.0,15.4,0,2.9,0,0,0,0
229850.0,15.2,0,4.1,0,0,0,0
165213.0,15.7,0,3.7,0,0,0,0
189672.0,13.4,0,3.0,0,0,0,0
209435.0,13.4,0,4.4,0,0,0,0
205602.0,17.2,0,3.8,0,0,0,0
189880.0,15.9,0,3.6,0,0,0,0
211434.0,15.4,0,3.2,0,0,0,0
190900.0,16.3,0,3.4,0,0,0,0
207725.0,16.2,0,4.3,0,0,0,0
199849.0,15.2,0,3.2,0,0,0,0
191313.0,11.3,0,2.8,0,0,0,0
214464.0,15.4,0,4.5,0,0,0,0
180469.0,16.0,0,3.9,0,0,0,0
191342.0,15.4,0,2.9,0,0,0,0
209885.0,14.8,0,4.1,0,0,0,0
163507.0,17.2,0,3.7,0,0,0,0
191618.0,14.7,0,3.1,0,0,0,0
197726.0,15.4,0,3.8,0,0,0,0
161108.0,15.7,0,3.7,0,0,0,0
191640.0,13.9,0,2.7,0,0,0,0
221036.0,14.1,0,4.3,0,0,0,0
172627.0,16.4,0,3.8,0,0,0,0
192027.0,15.3,0,2.9,0,0,0,0
227091.0,14.7,0,4.2,0,0,0,0
223980.0,16.4,0,3.3,0,0,0,0
192755.0,15.3,0,3.2,0,0,0,0
192550.0,13.4,0,2.9,0,0,0,0
189168.0,16.1,0,4.2,0,0,0,0
192982.0,15.7,0,3.0,0,0,0,0
217990.0,12.9,0,3.9,0,0,0,0
196528.0,15.5,0,3.5,0,0,0,0
193326.0,14.1,0,2.6,0,0,0,0
180809.0,17.0,0,3.6,0,0,0,0
193357.0,15.7,0,3.4,0,0,0,0
200273.0,14.7,0,4.3,0,0,0,0
214812.0,17.6,0,4.2,0,0,0,0
193600.0,13.5,0,3.2,0,0,0,0
219823.0,13.5,0,4.2,0,0,0,0
207479.0,16.5,0,3.6,0,0,0,0
194493.0,14.7,0,2.8,0,0,0,0
170963.0,14.8,0,4.3,0,0,0,0
176543.0,14.4,0,4.5,0,0,0,0
194612.0,11.4,0,1.7000000000000002,0,0,0,0
251888.0,9.5,0,3.6,0,0,0,0
181915.0,18.3,0,4.7,0,0,0,0
195033.0,15.1,0,2.4,0,0,0,0
204882.0,15.9,0,4.2,0,0,0,0
190041.0,18.3,0,3.8,0,0,0,0
195360.0,16.5,0,3.2,0,0,0,0
218554.0,15.8,0,4.5,0,0,0,0
591390.0,10.3,0,2.7,0,0,0,0
195607.0,8.8,0,1.7000000000000002,0,0,0,0
165439.0,6.1,0,2.5,0,0,0,0
162817.0,14.2,0,4.0,0,0,0,0
195621.0,15.7,0,1.3,0,0,0,0
236281.0,14.9,0,4.4,0,0,0,0
172180.0,16.1,0,3.2,0,0,0,0
195767.0,15.0,0,3.5,0,0,0,0
255314.0,14.4,0,4.1,0,0,0,0
199073.0,15.8,0,3.8,0,0,0,0
196207.0,14.3,0,2.4,0,0,0,0
237522.0,15.7,0,4.1,0,0,0,0
167073.0,18.2,0,2.8,0,0,0,0
197011.0,15.1,0,2.1,0,0,0,0
231484.0,13.8,0,3.9,0,0,0,0
188774.0,16.5,0,3.5,0,0,0,0
197070.0,15.0,0,2.7,0,0,0,0
213573.0,16.3,0,4.0,0,0,0,0
167855.0,17.1,0,3.5,0,0,0,0
197369.0,15.0,0,2.9,0,0,0,0
167930.0,15.6,0,3.5,0,0,0,0
198716.0,13.4,0,2.5,0,0,0,0
229701.0,13.4,0,4.6,0,0,0,0
162314.0,15.7,0,3.3,0,0,0,0
198777.0,14.8,0,3.1,0,0,0,0
199477.0,15.6,0,4.3,0,0,0,0
184185.0,16.7,0,3.5,0,0,0,0
199036.0,15.5,0,2.9,0,0,0,0
216272.0,15.3,0,4.1,0,0,0,0
182958.0,15.1,0,4.6,0,0,0,0
199110.0,11.7,0,2.4,0,0,0,0
203782.0,15.0,0,4.3,0,0,0,0
197789.0,16.0,0,3.6,0,0,0,0
199145.0,14.8,0,3.0,0,0,0,0
215828.0,15.8,0,4.3,0,0,0,0
184241.0,15.5,0,3.5,0,0,0,0
199159.0,15.2,0,2.9,0,0,0,0
217439.0,15.2,0,3.9,0,0,0,0
169130.0,16.0,0,3.4,0,0,0,0
199354.0,14.7,0,2.7,0,0,0,0
237667.0,13.0,0,4.2,0,0,0,0
174102.0,16.1,0,3.8,0,0,0,0
199708.0,14.9,0,3.2,0,0,0,0
221560.0,14.7,0,4.9,0,0,0,0
180161.0,16.8,0,3.6,0,0,0,0
199993.0,14.7,0,2.8,0,0,0,0
242298.0,14.7,0,4.4,0,0,0,0
183736.0,17.8,0,3.5,0,0,0,0
200046.0,13.6,0,3.5,0,0,0,0
251459.0,14.9,0,3.6,0,0,0,0
176902.0,16.1,0,3.5,0,0,0,0
200575.0,15.3,0,3.1,0,0,0,0
212254.0,15.7,0,3.9,0,0,0,0
189064.0,14.8,0,3.7,0,0,0,0
200750.0,13.6,0,3.0,0,0,0,0
170632.0,12.7,0,4.3,0,0,0,0
199097.0,16.0,0,3.8,0,0,0,0
202150.0,15.5,0,3.1,0,0,0,0
234300.0,15.3,0,4.2,0,0,0,0
158783.0,15.5,0,4.3,0,0,0,0
202343.0,12.8,0,2.3,0,0,0,0
267264.0,11.9,0,5.1,0,0,0,0
188834.0,15.4,0,4.0,0,0,0,0
202512.0,15.8,0,2.9,0,0,0,0
214194.0,14.5,0,3.9,0,0,0,0
195992.0,17.8,0,3.7,0,0,0,0
202522.0,15.5,0,2.9,0,0,0,0
209291.0,14.4,0,4.5,0,0,0,0
291778.0,12.4,0,2.8,0,0,0,0
202702.0,13.2,0,3.0,0,0,0,0
331954.0,14.0,0,4.1,0,0,0,0
178044.0,14.2,0,3.9,0,0,0,0
202906.0,15.6,0,2.5,0,0,0,0
216090.0,13.4,0,4.3,0,0,0,0
217421.0,14.9,0,3.7,0,0,0,0
203373.0,16.5,0,2.7,0,0,0,0
219950.0,11.1,0,4.1,0,0,0,0
176620.0,15.9,0,3.5,0,0,0,0
203638.0,14.9,0,2.8,0,0,0,0
201425.0,15.0,0,4.2,0,0,0,0
170937.0,15.7,0,3.6,0,0,0,0
203813.0,15.1,0,2.9,0,0,0,0
237256.0,14.3,0,4.2,0,0,0,0
130856.0,16.9,0,4.0,0,0,0,0
204102.0,13.1,0,2.2,0,0,0,0
249763.0,12.8,0,3.8,0,0,0,0
204729.0,17.1,0,3.6,0,0,0,0
204548.0,15.3,0,3.5,0,0,0,0
259006.0,15.7,0,4.0,0,0,0,0
185045.0,14.8,0,2.9,0,0,0,0
204691.0,11.6,0,3.6,0,0,0,0
234991.0,15.0,0,5.3,0,0,0,0
190335.0,18.0,0,3.6,0,0,0,0
205117.0,13.5,0,3.1,0,0,0,0
218004.0,17.7,0,4.2,0,0,0,0
197391.0,14.6,0,3.8,0,0,0,0
205919.0,15.2,0,3.6,0,0,0,0
173760.0,17.1,0,3.5,0,0,0,0
206518.0,14.5,0,2.9,0,0,0,0
204414.0,15.5,0,4.7,0,0,0,0
184129.0,16.0,0,3.6,0,0,0,0
207074.0,14.5,0,2.7,0,0,0,0
240425.0,15.0,0,4.7,0,0,0,0
208887.0,15.6,0,4.0,0,0,0,0
207076.0,15.4,0,2.3,0,0,0,0
223197.0,13.8,0,4.9,0,0,0,0
188721.0,16.1,0,3.6,0,0,0,0
207234.0,15.4,0,3.3,0,0,0,0
241743.0,14.2,0,4.5,0,0,0,0
185377.0,15.5,0,3.6,0,0,0,0
207399.0,15.1,0,2.8,0,0,0,0
220805.0,14.0,0,4.4,0,0,0,0
178842.0,16.3,0,3.7,0,0,0,0
207688.0,15.5,0,2.9,0,0,0,0
219002.0,14.5,0,4.0,0,0,0,0
145091.0,14.8,0,3.0,0,0,0,0
207702.0,15.5,0,2.9,0,0,0,0
297432.0,13.2,0,4.6,0,0,0,0
215604.0,16.4,0,3.8,0,0,0,0
207923.0,15.6,0,2.2,0,0,0,0
212651.0,17.2,0,4.3,0,0,0,0
208181.0,16.9,0,3.7,0,0,0,0
223785.0,14.8,0,4.3,0,0,0,0
149426.0,15.3,0,3.6,0,0,0,0
208262.0,15.7,0,3.5,0,0,0,0
242856.0,14.6,0,4.1,0,0,0,0
198807.0,16.8,0,3.4,0,0,0,0
208443.0,15.5,0,3.0,0,0,0,0
231688.0,15.4,0,4.0,0,0,0,0
186768.0,14.9,0,3.6,0,0,0,0
208456.0,14.0,0,3.0,0,0,0,0
222294.0,13.4,0,4.1,0,0,0,0
178257.0,15.8,0,3.6,0,0,0,0
208787.0,12.3,0,2.6,0,0,0,0
214368.0,14.2,0,4.6,0,0,0,0
194072.0,15.9,0,3.4,0,0,0,0
208807.0,14.8,0,3.0,0,0,0,0
221950.0,14.9,0,4.8,0,0,0,0
189049.0,16.2,0,4.1,0,0,0,0
208933.0,17.3,0,2.6,0,0,0,0
223901.0,15.4,0,4.9,0,0,0,0
183887.0,17.0,0,3.4,0,0,0,0
209131.0,15.1,0,3.2,0,0,0,0
189967.0,16.0,0,4.1,0,0,0,0
227229.0,16.6,0,3.9,0,0,0,0
209223.0,15.7,0,3.1,0,0,0,0
238083.0,15.2,0,3.6,0,0,0,0
201788.0,16.9,0,3.4,0,0,0,0
219675.0,15.6,0,3.6,0,0,0,0
209695.0,14.2,0,3.1,0,0,0,0
213181.0,14.6,0,4.6,0,0,0,0
206176.0,15.0,0,3.1,0,0,0,0
209991.0,12.3,0,2.4,0,0,0,0
400120.0,14.3,0,2.5,0,0,0,0
210112.0,14.5,0,3.3,0,0,0,0
185420.0,8.3,0,4.6,0,0,0,0
185938.0,16.8,0,3.6,0,0,0,0
210172.0,16.5,0,3.3,0,0,0,0
249194.0,15.1,0,4.0,0,0,0,0
190072.0,15.7,0,3.5,0,0,0,0
210216.0,14.0,0,2.5,0,0,0,0
237680.0,14.1,0,4.3,0,0,0,0
180891.0,15.4,0,3.6,0,0,0,0
210224.0,13.5,0,2.5,0,0,0,0
178148.0,12.5,0,4.0,0,0,0,0
219655.0,15.4,0,3.1,0,0,0,0
210230.0,17.7,0,1.9,0,0,0,0
240780.0,14.7,0,4.1,0,0,0,0
199365.0,16.7,0,3.5,0,0,0,0
210515.0,15.0,0,3.1,0,0,0,0
228638.0,15.5,0,4.4,0,0,0,0
177780.0,17.4,0,3.6,0,0,0,0
210716.0,14.7,0,3.0,0,0,0,0
223194.0,14.9,0,4.0,0,0,0,0
202611.0,17.8,0,4.8,0,0,0,0
210764.0,12.7,0,1.3,0,0,0,0
241544.0,15.9,0,4.3,0,0,0,0
196914.0,16.2,0,3.6,0,0,0,0
211884.0,12.8,0,3.4,0,0,0,0
234780.0,15.6,0,4.2,0,0,0,0
187088.0,16.9,0,3.5,0,0,0,0
212004.0,15.9,0,2.7,0,0,0,0
226700.0,14.6,0,4.1,0,0,0,0
230665.0,13.0,0,3.3,0,0,0,0
212606.0,11.7,0,2.1,0,0,0,0
257151.0,13.4,0,4.8,0,0,0,0
199298.0,16.3,0,3.4,0,0,0,0
213438.0,15.0,0,2.9,0,0,0,0
238710.0,14.7,0,4.8,0,0,0,0
173658.0,16.0,0,3.7,0,0,0,0
213737.0,15.0,0,2.9,0,0,0,0
238806.0,13.6,0,4.4,0,0,0,0
201305.0,16.5,0,3.6,0,0,0,0
213750.0,15.1,0,2.8,0,0,0,0
207367.0,15.1,0,4.3,0,0,0,0
182672.0,15.9,0,3.8,0,0,0,0
214187.0,14.4,0,2.6,0,0,0,0
230132.0,13.7,0,4.9,0,0,0,0
198208.0,18.1,0,3.9,0,0,0,0
214407.0,13.0,0,2.1,0,0,0,0
300751.0,13.0,0,3.8,0,0,0,0
193972.0,14.0,0,3.6,0,0,0,0
214684.0,16.3,0,2.4,0,0,0,0
233563.0,15.2,0,4.0,0,0,0,0
132282.0,18.5,0,3.3,0,0,0,0
214934.0,14.3,0,2.4,0,0,0,0
244483.0,11.8,0,4.8,0,0,0,0
222759.0,15.9,0,3.7,0,0,0,0
215112.0,14.8,0,2.8,0,0,0,0
231410.0,15.3,0,4.3,0,0,0,0
203751.0,15.3,0,3.7,0,0,0,0
215182.0,16.6,0,2.6,0,0,0,0
216792.0,16.4,0,4.4,0,0,0,0
215201.0,14.7,0,3.8,0,0,0,0
215275.0,12.3,0,2.7,0,0,0,0
225915.0,15.1,0,5.3,0,0,0,0
180166.0,14.8,0,3.5,0,0,0,0
215396.0,13.3,0,3.5,0,0,0,0
251495.0,12.8,0,4.3,0,0,0,0
189016.0,15.9,0,4.1,0,0,0,0
215942.0,16.5,0,2.9,0,0,0,0
223150.0,12.7,0,5.1,0,0,0,0
198914.0,13.0,0,3.6,0,0,0,0
216544.0,13.2,0,2.8,0,0,0,0
218958.0,13.5,0,4.7,0,0,0,0
246645.0,15.8,0,3.8,0,0,0,0
216749.0,16.3,0,2.0,0,0,0,0
404918.0,10.9,0,4.8,0,0,0,0
204600.0,15.0,0,3.5,0,0,0,0
216765.0,14.1,0,2.6,0,0,0,0
250804.0,13.3,0,4.2,0,0,0,0
198262.0,16.6,0,3.7,0,0,0,0
217931.0,15.2,0,2.7,0,0,0,0
228947.0,15.2,0,3.9,0,0,0,0
186498.0,15.9,0,3.4,0,0,0,0
218028.0,15.6,0,3.1,0,0,0,0
260316.0,14.7,0,4.2,0,0,0,0
186492.0,14.8,0,4.2,0,0,0,0
218309.0,14.6,0,2.5,0,0,0,0
230588.0,14.8,0,4.4,0,0,0,0
163493.0,16.7,0,3.8,0,0,0,0
218419.0,14.7,0,2.8,0,0,0,0
244039.0,14.2,0,4.5,0,0,0,0
239378.0,14.4,0,3.4,0,0,0,0
218534.0,14.8,0,2.9,0,0,0,0
209098.0,13.3,0,4.6,0,0,0,0
233949.0,16.0,0,3.5,0,0,0,0
218644.0,15.1,0,2.7,0,0,0,0
186787.0,15.5,0,4.1,0,0,0,0
194156.0,12.3,0,3.3,0,0,0,0
219134.0,16.1,0,2.9,0,0,0,0
227180.0,13.5,0,5.0,0,0,0,0
193865.0,15.3,0,3.5,0,0,0,0
219821.0,13.5,0,2.9,0,0,0,0
252655.0,13.9,0,4.3,0,0,0,0
210383.0,15.8,0,4.1,0,0,0,0
220465.0,17.1,0,3.1,0,0,0,0
235246.0,17.5,0,4.3,0,0,0,0
198099.0,17.3,0,3.5,0,0,0,0
220486.0,14.3,0,2.4,0,0,0,0
236544.0,12.8,0,3.9,0,0,0,0
180038.0,15.1,0,3.5,0,0,0,0
220810.0,15.5,0,3.6,0,0,0,0
235809.0,14.7,0,4.3,0,0,0,0
182960.0,15.8,0,3.5,0,0,0,0
220932.0,14.2,0,3.1,0,0,0,0
217561.0,13.2,0,3.2,0,0,0,0
221172.0,15.2,0,2.8,0,0,0,0
250930.0,10.8,0,4.1,0,0,0,0
205947.0,17.0,0,4.1,0,0,0,0
221379.0,16.2,0,2.0,0,0,0,0
209983.0,7.4,0,3.7,0,0,0,0
216993.0,17.5,0,2.9,0,0,0,0
221455.0,12.7,0,3.6,0,0,0,0
234596.0,8.7,0,2.8,0,0,0,0
197420.0,16.0,0,3.8,0,0,0,0
221534.0,15.6,0,2.8,0,0,0,0
256471.0,14.3,0,4.4,0,0,0,0
180165.0,15.4,0,3.5,0,0,0,0
222077.0,13.5,0,2.6,0,0,0,0
254203.0,13.0,0,4.5,0,0,0,0
217112.0,15.0,0,3.3,0,0,0,0
222725.0,15.3,0,3.6,0,0,0,0
248117.0,10.8,0,4.9,0,0,0,0
229775.0,14.8,0,3.3,0,0,0,0
223153.0,12.9,0,3.3,0,0,0,0
243572.0,14.8,0,4.5,0,0,0,0
199512.0,16.1,0,3.9,0,0,0,0
223422.0,12.3,0,2.0,0,0,0,0
269021.0,11.8,0,4.2,0,0,0,0
208377.0,16.3,0,3.4,0,0,0,0
223431.0,16.7,0,3.0,0,0,0,0
237686.0,14.4,0,4.1,0,0,0,0
272395.0,17.8,0,4.3,0,0,0,0
224029.0,16.6,0,1.9,0,0,0,0
253173.0,13.8,0,4.0,0,0,0,0
214191.0,14.6,0,3.4,0,0,0,0
225298.0,13.6,0,2.7,0,0,0,0
251340.0,14.0,0,4.4,0,0,0,0
203537.0,12.8,0,3.8,0,0,0,0
225417.0,14.1,0,2.2,0,0,0,0
260024.0,13.7,0,4.9,0,0,0,0
193799.0,16.8,0,3.8,0,0,0,0
225428.0,15.5,0,3.0,0,0,0,0
280710.0,13.7,0,4.4,0,0,0,0
200534.0,16.0,0,3.3,0,0,0,0
226779.0,15.5,0,2.8,0,0,0,0
223559.0,15.4,0,4.0,0,0,0,0
254833.0,15.7,0,3.5,0,0,0,0
227093.0,14.3,0,2.2,0,0,0,0
234050.0,15.7,0,4.2,0,0,0,0
182187.0,9.5,0,1.4,0,0,0,0
227175.0,11.9,0,3.5,0,0,0,0
215114.0,13.8,0,4.3,0,0,0,0
221590.0,15.5,0,3.3,0,0,0,0
227286.0,15.1,0,2.5,0,0,0,0
243043.0,14.8,0,3.8,0,0,0,0
195145.0,16.4,0,3.7,0,0,0,0
227333.0,14.9,0,2.8,0,0,0,0
275500.0,14.0,0,4.0,0,0,0,0
314778.0,13.8,0,3.6,0,0,0,0
228017.0,14.3,0,2.6,0,0,0,0
199987.0,14.0,0,4.3,0,0,0,0
199943.0,15.9,0,3.4,0,0,0,0
228152.0,14.5,0,3.0,0,0,0,0
223751.0,15.8,0,4.1,0,0,0,0
228199.0,15.5,0,2.4,0,0,0,0
210669.0,18.5,0,3.9,0,0,0,0
228622.0,13.7,0,3.2,0,0,0,0
300334.0,12.2,0,4.5,0,0,0,0
174752.0,11.2,0,3.3,0,0,0,0
228869.0,17.9,0,2.0,0,0,0,0
231173.0,16.9,0,3.4,0,0,0,0
229280.0,10.8,0,4.2,0,0,0,0
272753.0,12.0,0,3.9,0,0,0,0
174011.0,16.9,0,3.8,0,0,0,0
230458.0,16.2,0,2.8,0,0,0,0
156980.0,15.5,0,3.9,0,0,0,0
212465.0,18.0,0,3.9,0,0,0,0
230778.0,15.5,0,4.2,0,0,0,0
223995.0,15.1,0,4.1,0,0,0,0
269833.0,15.7,0,3.4,0,0,0,0
230903.0,16.2,0,2.7,0,0,0,0
183014.0,16.3,0,3.8,0,0,0,0
286369.0,16.8,0,3.1,0,0,0,0
231105.0,16.0,0,3.1,0,0,0,0
211928.0,14.5,0,4.1,0,0,0,0
519771.0,13.5,0,2.9,0,0,0,0
231226.0,10.9,0,1.3,0,0,0,0
350362.0,12.3,0,4.3,0,0,0,0
203562.0,15.7,0,3.3,0,0,0,0
231429.0,14.3,0,2.7,0,0,0,0
294589.0,14.0,0,4.4,0,0,0,0
197591.0,15.9,0,3.6,0,0,0,0
232205.0,14.5,0,2.8,0,0,0,0
258798.0,14.4,0,4.5,0,0,0,0
227510.0,15.9,0,3.8,0,0,0,0
232661.0,14.1,0,3.3,0,0,0,0
192947.0,16.2,0,4.1,0,0,0,0
232922.0,13.4,0,5.1,0,0,0,0
328352.0,14.5,0,3.4,0,0,0,0
233350.0,18.3,0,3.1,0,0,0,0
303991.0,16.8,0,5.1,0,0,0,0
214913.0,16.5,0,3.6,0,0,0,0
233378.0,15.7,0,3.0,0,0,0,0
245658.0,14.9,0,4.1,0,0,0,0
196574.0,16.5,0,3.7,0,0,0,0
233799.0,14.7,0,3.3,0,0,0,0
302188.0,14.3,0,4.2,0,0,0,0
288748.0,13.0,0,3.2,0,0,0,0
234207.0,15.2,0,3.8,0,0,0,0
117887.0,16.8,0,3.6,0,0,0,0
234253.0,13.3,0,2.6,0,0,0,0
183237.0,13.2,0,4.2,0,0,0,0
234865.0,14.9,0,3.1,0,0,0,0
246903.0,15.6,0,3.8,0,0,0,0
281410.0,17.3,0,3.5,0,0,0,0
235268.0,16.5,0,2.6,0,0,0,0
233130.0,16.0,0,3.7,0,0,0,0
221234.0,16.1,0,3.6,0,0,0,0
236082.0,12.8,0,2.9,0,0,0,0
307237.0,13.7,0,4.4,0,0,0,0
199801.0,15.1,0,3.3,0,0,0,0
236156.0,13.5,0,3.0,0,0,0,0
263879.0,13.4,0,4.7,0,0,0,0
221388.0,16.9,0,3.2,0,0,0,0
236398.0,13.7,0,3.8,0,0,0,0
222094.0,15.8,0,4.0,0,0,0,0
236406.0,14.4,0,3.7,0,0,0,0
307480.0,13.5,0,3.6,0,0,0,0
212316.0,15.4,0,3.5,0,0,0,0
239070.0,14.8,0,2.3,0,0,0,0
270211.0,13.8,0,4.2,0,0,0,0
211200.0,16.3,0,3.8,0,0,0,0
239421.0,14.5,0,3.1,0,0,0,0
239663.0,15.1,0,4.0,0,0,0,0
201711.0,14.9,0,3.4,0,0,0,0
239444.0,14.0,0,3.0,0,0,0,0
215690.0,15.3,0,4.4,0,0,0,0
239701.0,16.7,0,2.4,0,0,0,0
240856.0,13.7,0,3.3,0,0,0,0
233521.0,15.2,0,4.2,0,0,0,0
239825.0,14.7,0,2.7,0,0,0,0
215588.0,16.2,0,3.6,0,0,0,0
240058.0,14.3,0,2.6,0,0,0,0
224779.0,15.6,0,4.3,0,0,0,0
212010.0,15.7,0,3.5,0,0,0,0
240254.0,13.9,0,3.1,0,0,0,0
309201.0,13.6,0,4.3,0,0,0,0
220508.0,17.2,0,2.4,0,0,0,0
240435.0,15.8,0,3.2,0,0,0,0
235328.0,17.3,0,4.0,0,0,0,0
231283.0,15.1,0,4.8,0,0,0,0
240539.0,16.9,0,3.4,0,0,0,0
249539.0,13.3,0,3.8,0,0,0,0
193594.0,15.6,0,3.6,0,0,0,0
240574.0,14.4,0,3.1,0,0,0,0
220814.0,15.9,0,3.4,0,0,0,0
240656.0,16.3,0,3.2,0,0,0,0
249797.0,16.6,0,3.6,0,0,0,0
203682.0,17.0,0,3.8,0,0,0,0
241307.0,14.8,0,3.2,0,0,0,0
266956.0,13.1,0,3.7,0,0,0,0
215297.0,17.0,0,3.8,0,0,0,0
241826.0,12.4,0,2.3,0,0,0,0
277163.0,16.2,0,3.4,0,0,0,0
209726.0,15.8,0,2.7,0,0,0,0
242327.0,16.8,0,2.8,0,0,0,0
345778.0,14.4,0,4.9,0,0,0,0
242331.0,18.0,0,3.0,0,0,0,0
274415.0,15.6,0,4.9,0,0,0,0
249377.0,9.9,0,3.7,0,0,0,0
242724.0,15.3,0,2.9,0,0,0,0
270375.0,15.8,0,3.6,0,0,0,0
375461.0,14.8,0,3.4,0,0,0,0
242769.0,15.2,0,2.8,0,0,0,0
220542.0,15.5,0,4.1,0,0,0,0
243069.0,15.6,0,4.0,0,0,0,0
243146.0,14.8,0,2.0,0,0,0,0
240998.0,14.9,0,3.8,0,0,0,0
364068.0,16.0,0,2.2,0,0,0,0
243664.0,15.8,0,4.9,0,0,0,0
166363.0,15.5,0,5.0,0,0,0,0
219435.0,14.8,0,3.6,0,0,0,0
244027.0,13.8,0,3.2,0,0,0,0
249689.0,14.3,0,4.8,0,0,0,0
213516.0,17.0,0,3.6,0,0,0,0
244224.0,15.2,0,3.2,0,0,0,0
255080.0,15.5,0,4.0,0,0,0,0
216013.0,15.4,0,3.2,0,0,0,0
244318.0,13.2,0,3.0,0,0,0,0
249091.0,14.6,0,4.5,0,0,0,0
217855.0,14.6,0,3.4,0,0,0,0
244381.0,13.7,0,2.8,0,0,0,0
277790.0,14.1,0,4.2,0,0,0,0
246212.0,16.3,0,3.5,0,0,0,0
208479.0,15.8,0,3.5,0,0,0,0
244505.0,14.0,0,2.8,0,0,0,0
288977.0,13.3,0,4.2,0,0,0,0
243294.0,13.4,0,3.2,0,0,0,0
244575.0,12.8,0,2.2,0,0,0,0
301124.0,13.7,0,3.5,0,0,0,0
211877.0,16.8,0,3.4,0,0,0,0
244590.0,16.4,0,2.0,0,0,0,0
227088.0,17.3,0,3.6,0,0,0,0
244830.0,16.2,0,2.4,0,0,0,0
237708.0,14.0,0,2.7,0,0,0,0
