basari_sirasi,ayt_matematik,ayt_edebiyat,ayt_cografya1
158868.0,16.2,14.5,4.0
158375.0,6.6,16.6,3.3
170809.0,11.4,16.4,2.9
188295.0,11.3,15.5,3.7
174084.0,8.5,16.7,3.5
170851.0,11.1,14.9,3.9
188400.0,11.1,17.0,4.4
161676.0,9.2,16.1,4.1
170883.0,12.0,16.7,2.7
151207.0,18.0,15.3,4.0
178636.0,6.0,18.0,3.2
170938.0,10.4,15.1,3.1
191175.0,11.2,15.2,4.4
166414.0,6.0,14.6,4.1
170987.0,10.3,15.8,2.4
197242.0,10.8,13.2,5.1
168810.0,6.5,17.4,3.9
171014.0,11.6,16.6,2.8
173912.0,14.1,16.6,4.2
148842.0,10.1,12.6,3.5
171275.0,16.5,13.3,1.4
220498.0,14.0,12.8,3.8
152870.0,9.4,13.7,2.9
171285.0,8.9,17.3,2.9
190355.0,12.8,15.7,5.1
163030.0,7.5,15.0,3.8
171487.0,14.4,12.8,2.9
199927.0,10.8,16.9,4.8
182526.0,6.0,17.7,3.2
171572.0,10.2,15.3,4.0
165249.0,7.3,17.3,4.9
225638.0,9.0,15.3,3.6
172475.0,15.1,16.0,3.5
237518.0,6.8,14.0,3.4
172788.0,12.5,14.9,3.5
192230.0,11.4,15.2,4.2
157208.0,5.2,19.0,4.2
172975.0,18.4,9.3,1.9
179652.0,14.0,12.0,4.6
160657.0,6.9,16.7,3.5
173538.0,9.3,16.5,3.3
210164.0,8.6,15.5,4.4
159841.0,6.7,17.0,3.6
173572.0,12.5,15.0,3.0
188629.0,11.5,14.9,4.2
161129.0,6.6,17.2,3.5
173661.0,12.1,15.7,2.9
190680.0,11.4,16.1,4.2
162418.0,7.5,17.1,4.0
173792.0,12.4,18.4,3.9
184554.0,7.3,11.8,5.3
203860.0,6.7,15.7,3.4
173966.0,11.7,15.3,2.8
170734.0,11.4,16.0,4.2
157743.0,9.3,14.5,4.0
174253.0,16.9,13.9,2.2
151593.0,11.7,16.8,3.0
174286.0,15.9,12.2,2.8
200383.0,13.5,11.9,4.3
147120.0,6.7,17.9,3.5
174337.0,10.9,15.5,2.8
177917.0,10.6,15.9,4.2
157369.0,6.8,16.0,3.6
174491.0,9.9,17.1,3.5
159732.0,7.9,16.7,3.6
174510.0,13.0,14.6,2.9
203162.0,11.7,14.2,4.6
170008.0,6.9,18.4,3.9
174528.0,13.6,14.3,3.1
199467.0,15.0,15.0,4.1
143421.0,8.4,16.1,3.6
174916.0,12.7,14.1,2.7
207798.0,10.9,13.7,4.4
145431.0,8.1,15.8,3.7
167586.0,7.6,15.2,3.9
153907.0,5.3,17.4,3.0
175334.0,9.9,17.1,3.3
231786.0,8.8,13.9,4.3
168099.0,6.4,16.3,3.7
175398.0,11.8,15.8,3.1
187063.0,12.0,15.8,4.3
188374.0,5.5,16.9,3.2
175402.0,13.0,15.1,3.7
197326.0,12.0,14.7,4.5
152250.0,7.9,18.3,3.2
175917.0,9.5,15.9,3.1
199603.0,7.7,16.3,5.3
158004.0,9.1,17.6,3.8
176423.0,13.3,16.8,3.2
123670.0,18.8,16.1,4.5
165077.0,6.5,16.7,3.5
177303.0,11.2,15.2,2.9
193962.0,11.4,15.4,3.9
161422.0,10.4,12.2,3.6
177690.0,13.2,16.1,3.0
207326.0,14.0,7.6,4.0
183188.0,8.2,15.4,4.1
177798.0,12.2,17.6,2.9
150626.0,16.6,12.9,3.8
230841.0,5.9,15.6,4.5
178144.0,15.5,16.5,3.5
173834.0,12.0,13.3,3.8
246932.0,6.5,13.4,4.0
178363.0,9.5,17.4,3.9
154074.0,15.6,16.6,3.6
161547.0,7.8,15.1,3.7
178730.0,10.7,16.6,3.1
199750.0,10.1,15.7,3.9
158572.0,8.0,16.3,3.7
179756.0,12.8,14.7,2.9
223074.0,10.8,14.5,4.5
178368.0,6.4,16.2,3.7
180202.0,10.4,15.0,3.0
194601.0,9.9,15.0,4.6
169035.0,7.1,16.1,3.8
180753.0,11.5,14.9,3.0
210739.0,9.7,15.9,4.6
170244.0,6.5,17.6,3.6
181261.0,10.6,17.1,2.8
198161.0,11.2,14.9,4.0
160693.0,6.7,16.0,3.8
181478.0,11.3,14.1,2.7
194244.0,11.6,14.1,4.1
177820.0,7.5,17.1,3.7
181522.0,12.8,16.1,3.2
199157.0,11.5,15.4,4.1
128910.0,9.6,16.6,3.0
181609.0,15.4,12.3,3.4
199117.0,15.2,14.4,4.8
153302.0,7.6,19.0,4.4
181661.0,12.7,13.1,3.3
185494.0,10.4,15.7,4.3
176093.0,5.3,17.5,3.6
181909.0,10.1,16.6,2.4
176102.0,5.8,18.7,3.4
182748.0,10.9,15.2,3.2
189103.0,10.2,15.2,4.3
147934.0,8.1,16.3,3.7
182897.0,11.9,14.4,2.9
203588.0,10.7,14.6,4.5
177253.0,7.7,13.1,3.6
182999.0,16.3,11.8,2.4
282987.0,11.6,14.5,3.7
192669.0,5.9,15.0,3.6
183905.0,20.5,8.4,3.3
205928.0,13.2,12.1,5.0
156857.0,7.8,16.2,3.5
183980.0,8.2,16.9,2.8
183325.0,16.3,12.2,3.0
161838.0,7.6,15.8,3.5
184105.0,11.8,14.3,2.7
221932.0,8.4,14.2,4.9
179447.0,6.7,16.4,3.7
184141.0,11.8,14.9,3.3
194845.0,11.1,15.6,4.3
187702.0,9.8,14.7,4.0
184742.0,12.3,16.0,3.5
204981.0,11.8,14.2,3.6
179972.0,6.6,15.0,3.5
185468.0,12.6,15.7,1.8
206594.0,10.1,15.4,4.9
161031.0,9.5,13.9,3.3
185602.0,11.3,14.6,2.9
184026.0,10.4,15.1,4.7
152699.0,5.6,18.9,3.5
186110.0,10.0,13.8,3.2
293994.0,6.9,13.1,4.6
170037.0,7.0,12.8,3.8
186731.0,11.5,13.3,3.0
184805.0,12.6,16.0,4.2
186897.0,17.6,14.6,2.4
220878.0,17.5,9.8,4.8
166037.0,7.1,17.2,3.3
187454.0,11.2,14.2,3.3
215274.0,9.7,13.6,4.1
187750.0,4.8,17.8,3.9
187803.0,11.6,12.3,2.2
237021.0,13.6,12.4,4.1
205458.0,4.9,16.1,3.9
188140.0,8.4,16.2,3.0
206729.0,8.9,13.8,4.5
175825.0,6.6,16.9,3.3
188600.0,10.1,12.9,2.6
207471.0,9.1,14.6,5.0
184557.0,7.4,14.9,3.5
188651.0,10.2,17.3,2.8
191791.0,9.8,15.8,4.2
173950.0,5.4,17.8,3.7
188812.0,15.0,11.9,2.7
188126.0,13.9,15.7,4.0
176232.0,6.0,16.8,3.6
189030.0,11.0,16.1,2.8
206330.0,10.6,15.1,4.0
163586.0,6.3,17.0,3.7
189170.0,10.8,15.2,2.9
224581.0,8.6,14.6,4.8
197686.0,5.0,14.6,3.5
189181.0,13.2,14.9,3.1
190643.0,13.9,14.0,4.0
154873.0,8.2,16.6,3.8
189436.0,10.7,14.5,3.2
223986.0,9.2,14.5,4.7
222192.0,5.4,16.8,3.7
189468.0,11.8,16.1,2.8
210803.0,11.4,15.8,4.2
164777.0,7.0,16.0,3.6
189602.0,11.5,15.4,2.9
229850.0,10.7,15.2,4.1
165213.0,7.6,15.7,3.7
189672.0,11.7,13.4,3.0
209435.0,11.0,13.4,4.4
205602.0,4.3,17.2,3.8
189880.0,9.6,15.9,3.6
211434.0,5.3,15.4,3.2
190900.0,10.4,16.3,3.4
207725.0,8.1,16.2,4.3
199849.0,5.0,15.2,3.2
191313.0,8.0,11.3,2.8
214464.0,9.4,15.4,4.5
180469.0,6.6,16.0,3.9
191342.0,11.7,15.4,2.9
209885.0,12.3,14.8,4.1
163507.0,6.4,17.2,3.7
191618.0,11.5,14.7,3.1
197726.0,11.6,15.4,3.8
161108.0,7.5,15.7,3.7
191640.0,11.8,13.9,2.7
221036.0,10.5,14.1,4.3
172627.0,7.3,16.4,3.8
192027.0,11.1,15.3,2.9
227091.0,9.8,14.7,4.2
223980.0,5.2,16.4,3.3
192755.0,9.8,15.3,3.2
192550.0,13.9,13.4,2.9
189168.0,5.7,16.1,4.2
192982.0,10.2,15.7,3.0
217990.0,13.3,12.9,3.9
196528.0,5.0,15.5,3.5
193326.0,13.7,14.1,2.6
180809.0,8.7,17.0,3.6
193357.0,11.4,15.7,3.4
200273.0,8.0,14.7,4.3
214812.0,3.4,17.6,4.2
193600.0,11.9,13.5,3.2
219823.0,9.7,13.5,4.2
207479.0,11.0,16.5,3.6
194493.0,18.6,14.7,2.8
170963.0,20.4,14.8,4.3
176543.0,8.2,14.4,4.5
194612.0,14.4,11.4,1.7000000000000002
251888.0,14.7,9.5,3.6
181915.0,4.3,18.3,4.7
195033.0,12.7,15.1,2.4
204882.0,10.0,15.9,4.2
190041.0,6.7,18.3,3.8
195360.0,11.0,16.5,3.2
218554.0,12.3,15.8,4.5
591390.0,6.4,10.3,2.7
195607.0,19.3,8.8,1.7000000000000002
165439.0,23.3,6.1,2.5
162817.0,5.1,14.2,4.0
195621.0,13.4,15.7,1.3
236281.0,9.1,14.9,4.4
172180.0,7.3,16.1,3.2
195767.0,11.2,15.0,3.5
255314.0,8.6,14.4,4.1
199073.0,6.7,15.8,3.8
196207.0,11.4,14.3,2.4
237522.0,7.4,15.7,4.1
167073.0,4.6,18.2,2.8
197011.0,8.5,15.1,2.1
231484.0,12.0,13.8,3.9
188774.0,6.0,16.5,3.5
197070.0,11.7,15.0,2.7
213573.0,10.0,16.3,4.0
167855.0,7.0,17.1,3.5
197369.0,12.0,15.0,2.9
167930.0,7.2,15.6,3.5
198716.0,11.8,13.4,2.5
229701.0,10.3,13.4,4.6
162314.0,6.9,15.7,3.3
198777.0,10.6,14.8,3.1
199477.0,10.8,15.6,4.3
184185.0,5.9,16.7,3.5
199036.0,10.2,15.5,2.9
216272.0,10.3,15.3,4.1
182958.0,4.6,15.1,4.6
199110.0,10.1,11.7,2.4
203782.0,10.7,15.0,4.3
197789.0,5.7,16.0,3.6
199145.0,9.6,14.8,3.0
215828.0,9.3,15.8,4.3
184241.0,7.5,15.5,3.5
199159.0,10.9,15.2,2.9
217439.0,10.6,15.2,3.9
169130.0,7.1,16.0,3.4
199354.0,10.5,14.7,2.7
237667.0,10.1,13.0,4.2
174102.0,7.2,16.1,3.8
199708.0,11.0,14.9,3.2
221560.0,8.8,14.7,4.9
180161.0,6.5,16.8,3.6
199993.0,12.0,14.7,2.8
242298.0,9.6,14.7,4.4
183736.0,3.5,17.8,3.5
200046.0,10.2,13.6,3.5
251459.0,8.0,14.9,3.6
176902.0,6.8,16.1,3.5
200575.0,9.6,15.3,3.1
212254.0,11.2,15.7,3.9
189064.0,9.3,14.8,3.7
200750.0,11.7,13.6,3.0
170632.0,13.0,12.7,4.3
199097.0,5.5,16.0,3.8
202150.0,9.9,15.5,3.1
234300.0,8.0,15.3,4.2
158783.0,6.3,15.5,4.3
202343.0,12.5,12.8,2.3
267264.0,7.4,11.9,5.1
188834.0,5.0,15.4,4.0
202512.0,9.2,15.8,2.9
214194.0,11.5,14.5,3.9
195992.0,5.0,17.8,3.7
202522.0,10.7,15.5,2.9
209291.0,9.0,14.4,4.5
291778.0,10.7,12.4,2.8
202702.0,10.4,13.2,3.0
331954.0,5.8,14.0,4.1
178044.0,8.0,14.2,3.9
202906.0,9.6,15.6,2.5
216090.0,10.8,13.4,4.3
217421.0,5.3,14.9,3.7
203373.0,8.5,16.5,2.7
219950.0,13.0,11.1,4.1
176620.0,6.7,15.9,3.5
203638.0,10.9,14.9,2.8
201425.0,10.8,15.0,4.2
170937.0,7.2,15.7,3.6
203813.0,10.7,15.1,2.9
237256.0,9.4,14.3,4.2
130856.0,7.7,16.9,4.0
204102.0,10.1,13.1,2.2
249763.0,8.1,12.8,3.8
204729.0,4.1,17.1,3.6
204548.0,12.3,15.3,3.5
259006.0,8.1,15.7,4.0
185045.0,7.5,14.8,2.9
204691.0,10.9,11.6,3.6
234991.0,10.0,15.0,5.3
190335.0,5.1,18.0,3.6
205117.0,10.4,13.5,3.1
218004.0,8.7,17.7,4.2
197391.0,6.3,14.6,3.8
205919.0,9.3,15.2,3.6
173760.0,6.6,17.1,3.5
206518.0,10.9,14.5,2.9
204414.0,10.9,15.5,4.7
184129.0,6.5,16.0,3.6
207074.0,9.8,14.5,2.7
240425.0,8.1,15.0,4.7
208887.0,5.5,15.6,4.0
207076.0,11.2,15.4,2.3
223197.0,9.0,13.8,4.9
188721.0,6.0,16.1,3.6
207234.0,8.5,15.4,3.3
241743.0,8.9,14.2,4.5
185377.0,7.0,15.5,3.6
207399.0,10.8,15.1,2.8
220805.0,10.5,14.0,4.4
178842.0,6.2,16.3,3.7
207688.0,11.1,15.5,2.9
219002.0,10.5,14.5,4.0
145091.0,11.5,14.8,3.0
207702.0,12.9,15.5,2.9
297432.0,7.7,13.2,4.6
215604.0,7.0,16.4,3.8
207923.0,12.3,15.6,2.2
212651.0,3.6,17.2,4.3
208181.0,10.4,16.9,3.7
223785.0,10.1,14.8,4.3
149426.0,7.4,15.3,3.6
208262.0,6.0,15.7,3.5
242856.0,6.9,14.6,4.1
198807.0,6.2,16.8,3.4
208443.0,11.9,15.5,3.0
231688.0,12.6,15.4,4.0
186768.0,7.3,14.9,3.6
208456.0,11.8,14.0,3.0
222294.0,12.0,13.4,4.1
178257.0,8.2,15.8,3.6
208787.0,13.3,12.3,2.6
214368.0,13.1,14.2,4.6
194072.0,6.1,15.9,3.4
208807.0,10.0,14.8,3.0
221950.0,8.8,14.9,4.8
189049.0,5.9,16.2,4.1
208933.0,8.2,17.3,2.6
223901.0,9.0,15.4,4.9
183887.0,6.1,17.0,3.4
209131.0,12.2,15.1,3.2
189967.0,10.6,16.0,4.1
227229.0,5.7,16.6,3.9
209223.0,11.3,15.7,3.1
238083.0,12.8,15.2,3.6
201788.0,6.3,16.9,3.4
219675.0,5.4,15.6,3.6
209695.0,9.5,14.2,3.1
213181.0,10.0,14.6,4.6
206176.0,7.0,15.0,3.1
209991.0,13.8,12.3,2.4
400120.0,4.9,14.3,2.5
210112.0,9.3,14.5,3.3
185420.0,19.1,8.3,4.6
185938.0,6.5,16.8,3.6
210172.0,9.9,16.5,3.3
249194.0,9.2,15.1,4.0
190072.0,6.1,15.7,3.5
210216.0,10.7,14.0,2.5
237680.0,9.4,14.1,4.3
180891.0,7.2,15.4,3.6
210224.0,11.7,13.5,2.5
178148.0,15.2,12.5,4.0
219655.0,5.4,15.4,3.1
210230.0,9.2,17.7,1.9
240780.0,8.4,14.7,4.1
199365.0,5.5,16.7,3.5
210515.0,10.7,15.0,3.1
228638.0,8.9,15.5,4.4
177780.0,5.9,17.4,3.6
210716.0,11.0,14.7,3.0
223194.0,10.0,14.9,4.0
202611.0,4.0,17.8,4.8
210764.0,13.8,12.7,1.3
241544.0,5.9,15.9,4.3
196914.0,5.5,16.2,3.6
211884.0,12.2,12.8,3.4
234780.0,6.8,15.6,4.2
187088.0,6.1,16.9,3.5
212004.0,9.7,15.9,2.7
226700.0,10.1,14.6,4.1
230665.0,7.8,13.0,3.3
212606.0,13.4,11.7,2.1
257151.0,9.0,13.4,4.8
199298.0,6.1,16.3,3.4
213438.0,10.4,15.0,2.9
238710.0,8.5,14.7,4.8
173658.0,6.7,16.0,3.7
213737.0,10.2,15.0,2.9
238806.0,9.2,13.6,4.4
201305.0,6.0,16.5,3.6
213750.0,11.2,15.1,2.8
207367.0,10.1,15.1,4.3
182672.0,6.4,15.9,3.8
214187.0,10.4,14.4,2.6
230132.0,8.4,13.7,4.9
198208.0,5.3,18.1,3.9
214407.0,12.0,13.0,2.1
300751.0,8.4,13.0,3.8
193972.0,6.5,14.0,3.6
214684.0,7.4,16.3,2.4
233563.0,8.8,15.2,4.0
132282.0,8.3,18.5,3.3
214934.0,11.0,14.3,2.4
244483.0,9.9,11.8,4.8
222759.0,4.1,15.9,3.7
215112.0,9.7,14.8,2.8
231410.0,8.6,15.3,4.3
203751.0,4.1,15.3,3.7
215182.0,7.8,16.6,2.6
216792.0,8.0,16.4,4.4
215201.0,4.8,14.7,3.8
215275.0,10.9,12.3,2.7
225915.0,8.0,15.1,5.3
180166.0,6.9,14.8,3.5
215396.0,11.7,13.3,3.5
251495.0,9.0,12.8,4.3
189016.0,6.6,15.9,4.1
215942.0,6.4,16.5,2.9
223150.0,15.2,12.7,5.1
198914.0,7.4,13.0,3.6
216544.0,11.4,13.2,2.8
218958.0,10.9,13.5,4.7
246645.0,4.0,15.8,3.8
216749.0,10.3,16.3,2.0
404918.0,4.6,10.9,4.8
204600.0,5.8,15.0,3.5
216765.0,10.2,14.1,2.6
250804.0,10.1,13.3,4.2
198262.0,5.6,16.6,3.7
217931.0,10.5,15.2,2.7
228947.0,9.5,15.2,3.9
186498.0,6.7,15.9,3.4
218028.0,9.9,15.6,3.1
260316.0,9.4,14.7,4.2
186492.0,7.6,14.8,4.2
218309.0,8.9,14.6,2.5
230588.0,7.5,14.8,4.4
163493.0,6.5,16.7,3.8
218419.0,11.5,14.7,2.8
244039.0,10.3,14.2,4.5
239378.0,6.9,14.4,3.4
218534.0,11.4,14.8,2.9
209098.0,12.8,13.3,4.6
233949.0,5.2,16.0,3.5
218644.0,11.9,15.1,2.7
186787.0,13.1,15.5,4.1
194156.0,6.6,12.3,3.3
219134.0,11.1,16.1,2.9
227180.0,8.4,13.5,5.0
193865.0,5.8,15.3,3.5
219821.0,11.3,13.5,2.9
252655.0,8.7,13.9,4.3
210383.0,5.0,15.8,4.1
220465.0,6.7,17.1,3.1
235246.0,7.0,17.5,4.3
198099.0,5.2,17.3,3.5
220486.0,10.6,14.3,2.4
236544.0,5.6,12.8,3.9
180038.0,8.6,15.1,3.5
220810.0,8.2,15.5,3.6
235809.0,11.5,14.7,4.3
182960.0,7.9,15.8,3.5
220932.0,12.1,14.2,3.1
217561.0,5.8,13.2,3.2
221172.0,8.5,15.2,2.8
250930.0,10.1,10.8,4.1
205947.0,5.5,17.0,4.1
221379.0,9.1,16.2,2.0
209983.0,18.2,7.4,3.7
216993.0,3.7,17.5,2.9
221455.0,6.8,12.7,3.6
234596.0,17.7,8.7,2.8
197420.0,5.9,16.0,3.8
221534.0,9.1,15.6,2.8
256471.0,7.9,14.3,4.4
180165.0,6.6,15.4,3.5
222077.0,11.0,13.5,2.6
254203.0,10.1,13.0,4.5
217112.0,7.4,15.0,3.3
222725.0,8.2,15.3,3.6
248117.0,11.5,10.8,4.9
229775.0,5.4,14.8,3.3
223153.0,10.1,12.9,3.3
243572.0,8.6,14.8,4.5
199512.0,5.5,16.1,3.9
223422.0,10.8,12.3,2.0
269021.0,6.7,11.8,4.2
208377.0,5.6,16.3,3.4
223431.0,8.6,16.7,3.0
237686.0,8.8,14.4,4.1
272395.0,2.0,17.8,4.3
224029.0,13.0,16.6,1.9
253173.0,8.0,13.8,4.0
214191.0,5.8,14.6,3.4
225298.0,10.7,13.6,2.7
251340.0,7.1,14.0,4.4
203537.0,7.1,12.8,3.8
225417.0,11.1,14.1,2.2
260024.0,6.9,13.7,4.9
193799.0,6.2,16.8,3.8
225428.0,10.9,15.5,3.0
280710.0,8.5,13.7,4.4
200534.0,6.9,16.0,3.3
226779.0,8.6,15.5,2.8
223559.0,11.5,15.4,4.0
254833.0,4.5,15.7,3.5
227093.0,10.7,14.3,2.2
234050.0,8.5,15.7,4.2
182187.0,11.5,9.5,1.4
227175.0,13.4,11.9,3.5
215114.0,11.8,13.8,4.3
221590.0,5.1,15.5,3.3
227286.0,9.5,15.1,2.5
243043.0,9.8,14.8,3.8
195145.0,5.7,16.4,3.7
227333.0,9.8,14.9,2.8
275500.0,9.1,14.0,4.0
314778.0,6.0,13.8,3.6
228017.0,11.7,14.3,2.6
199987.0,12.1,14.0,4.3
199943.0,5.0,15.9,3.4
228152.0,12.4,14.5,3.0
223751.0,5.2,15.8,4.1
228199.0,7.7,15.5,2.4
210669.0,3.4,18.5,3.9
228622.0,7.1,13.7,3.2
300334.0,8.8,12.2,4.5
174752.0,8.4,11.2,3.3
228869.0,7.7,17.9,2.0
231173.0,6.7,16.9,3.4
229280.0,11.4,10.8,4.2
272753.0,10.1,12.0,3.9
174011.0,7.5,16.9,3.8
230458.0,10.3,16.2,2.8
156980.0,16.4,15.5,3.9
212465.0,3.2,18.0,3.9
230778.0,7.5,15.5,4.2
223995.0,10.9,15.1,4.1
269833.0,5.2,15.7,3.4
230903.0,10.9,16.2,2.7
183014.0,13.2,16.3,3.8
286369.0,4.8,16.8,3.1
231105.0,10.2,16.0,3.1
211928.0,13.2,14.5,4.1
519771.0,2.4,13.5,2.9
231226.0,14.7,10.9,1.3
350362.0,6.4,12.3,4.3
203562.0,6.2,15.7,3.3
231429.0,11.5,14.3,2.7
294589.0,6.5,14.0,4.4
197591.0,6.4,15.9,3.6
232205.0,10.6,14.5,2.8
258798.0,8.4,14.4,4.5
227510.0,3.8,15.9,3.8
232661.0,10.7,14.1,3.3
192947.0,5.2,16.2,4.1
232922.0,7.9,13.4,5.1
328352.0,7.3,14.5,3.4
233350.0,12.0,18.3,3.1
303991.0,12.4,16.8,5.1
214913.0,4.9,16.5,3.6
233378.0,8.6,15.7,3.0
245658.0,9.1,14.9,4.1
196574.0,5.8,16.5,3.7
233799.0,10.6,14.7,3.3
302188.0,8.0,14.3,4.2
288748.0,6.6,13.0,3.2
234207.0,7.6,15.2,3.8
117887.0,9.8,16.8,3.6
234253.0,11.9,13.3,2.6
183237.0,5.0,13.2,4.2
234865.0,9.8,14.9,3.1
246903.0,9.1,15.6,3.8
281410.0,4.8,17.3,3.5
235268.0,11.6,16.5,2.6
233130.0,11.6,16.0,3.7
221234.0,5.2,16.1,3.6
236082.0,10.2,12.8,2.9
307237.0,7.2,13.7,4.4
199801.0,7.5,15.1,3.3
236156.0,11.8,13.5,3.0
263879.0,9.6,13.4,4.7
221388.0,12.0,16.9,3.2
236398.0,15.2,13.7,3.8
222094.0,5.7,15.8,4.0
236406.0,9.2,14.4,3.7
307480.0,9.4,13.5,3.6
212316.0,5.2,15.4,3.5
239070.0,8.9,14.8,2.3
270211.0,8.4,13.8,4.2
211200.0,5.4,16.3,3.8
239421.0,9.9,14.5,3.1
239663.0,9.5,15.1,4.0
201711.0,6.1,14.9,3.4
239444.0,9.4,14.0,3.0
215690.0,6.5,15.3,4.4
239701.0,6.9,16.7,2.4
240856.0,10.8,13.7,3.3
233521.0,4.2,15.2,4.2
239825.0,8.7,14.7,2.7
215588.0,5.2,16.2,3.6
240058.0,10.3,14.3,2.6
224779.0,9.8,15.6,4.3
212010.0,5.7,15.7,3.5
240254.0,9.7,13.9,3.1
309201.0,7.8,13.6,4.3
220508.0,6.3,17.2,2.4
240435.0,5.1,15.8,3.2
235328.0,9.4,17.3,4.0
231283.0,5.1,15.1,4.8
240539.0,9.3,16.9,3.4
249539.0,10.5,13.3,3.8
193594.0,10.8,15.6,3.6
240574.0,9.3,14.4,3.1
220814.0,4.7,15.9,3.4
240656.0,8.1,16.3,3.2
249797.0,5.8,16.6,3.6
203682.0,5.1,17.0,3.8
241307.0,8.7,14.8,3.2
266956.0,9.3,13.1,3.7
215297.0,4.9,17.0,3.8
241826.0,10.2,12.4,2.3
277163.0,8.8,16.2,3.4
209726.0,8.6,15.8,2.7
242327.0,8.4,16.8,2.8
345778.0,10.0,14.4,4.9
242331.0,6.3,18.0,3.0
274415.0,5.9,15.6,4.9
249377.0,6.2,9.9,3.7
242724.0,8.4,15.3,2.9
270375.0,5.9,15.8,3.6
375461.0,4.4,14.8,3.4
242769.0,10.8,15.2,2.8
220542.0,11.5,15.5,4.1
243069.0,4.4,15.6,4.0
243146.0,9.3,14.8,2.0
240998.0,10.0,14.9,3.8
364068.0,2.2,16.0,2.2
243664.0,6.9,15.8,4.9
166363.0,5.0,15.5,5.0
219435.0,6.7,14.8,3.6
244027.0,10.0,13.8,3.2
249689.0,7.7,14.3,4.8
213516.0,4.6,17.0,3.6
244224.0,10.0,15.2,3.2
255080.0,9.6,15.5,4.0
216013.0,5.5,15.4,3.2
244318.0,10.5,13.2,3.0
249091.0,9.5,14.6,4.5
217855.0,7.1,14.6,3.4
244381.0,10.7,13.7,2.8
277790.0,8.1,14.1,4.2
246212.0,4.4,16.3,3.5
208479.0,5.9,15.8,3.5
244505.0,10.2,14.0,2.8
288977.0,9.1,13.3,4.2
243294.0,6.4,13.4,3.2
244575.0,12.1,12.8,2.2
301124.0,11.4,13.7,3.5
211877.0,5.2,16.8,3.4
244590.0,6.6,16.4,2.0
227088.0,5.0,17.3,3.6
244830.0,9.7,16.2,2.4
237708.0,5.6,14.0,2.7
245156.0,7.2,17.7,3.3
293160.0,7.4,13.8,4.0
208618.0,6.7,15.0,3.5
246546.0,10.2,14.2,2.8
289370.0,8.5,13.8,4.3
240700.0,4.4,15.9,3.8
246936.0,6.5,16.0,3.3
271027.0,6.0,15.8,4.5
236924.0,5.8,13.0,3.6
247770.0,8.7,14.8,3.4
240166.0,4.4,16.0,3.4
247815.0,7.5,15.1,3.1
266643.0,8.3,14.6,4.0
240579.0,11.8,13.1,3.3
248006.0,18.2,12.4,2.8
201163.0,20.7,12.2,3.8
233391.0,6.2,14.4,3.2
248015.0,11.1,10.3,3.1
253161.0,5.3,13.9,4.2
216792.0,5.6,15.2,3.6
248391.0,9.0,14.4,2.7
272501.0,8.0,13.5,4.1
217905.0,5.5,14.2,3.9
249538.0,9.5,17.2,3.9
202417.0,11.1,13.8,4.8
241479.0,5.3,9.4,3.0
249548.0,6.6,17.1,3.1
254445.0,9.5,12.5,4.9
219255.0,5.2,14.6,4.4
249886.0,8.2,14.6,3.8
257006.0,9.8,11.7,4.0
230158.0,4.6,16.4,3.6
249891.0,8.9,15.2,2.9
262468.0,7.6,15.6,4.2
242306.0,6.0,14.4,3.3
249900.0,9.4,13.7,2.5
253313.0,8.0,14.7,4.5
229686.0,4.4,15.4,3.2
250583.0,9.7,14.9,2.8
237599.0,7.5,13.8,4.6
259266.0,5.5,15.6,3.8
250626.0,10.0,14.9,2.9
278914.0,9.5,14.5,3.3
255874.0,5.1,16.9,3.6
250895.0,11.6,11.6,3.2
231744.0,8.3,15.3,4.5
218591.0,4.8,16.2,3.9
251912.0,9.3,14.2,2.7
278427.0,6.8,14.7,4.4
227998.0,6.5,15.3,3.3
251993.0,9.7,15.4,1.1
258652.0,9.6,12.7,4.6
222115.0,5.6,14.6,3.5
252102.0,9.5,14.2,2.0
231013.0,5.2,16.6,3.8
252356.0,9.6,15.4,2.8
239555.0,12.9,14.2,3.4
210207.0,5.3,15.7,3.6
252480.0,8.1,14.8,3.0
286187.0,7.1,13.8,4.4
275786.0,4.6,15.6,3.3
252582.0,10.7,13.6,2.3
268523.0,10.3,12.6,4.1
196524.0,7.2,15.8,3.5
252761.0,10.7,13.0,3.2
298926.0,7.3,13.9,3.9
245841.0,4.3,15.4,3.5
252777.0,9.2,14.4,2.8
265440.0,7.8,14.9,4.4
241156.0,4.2,16.6,3.4
252957.0,10.1,13.8,3.5
261990.0,8.8,14.3,4.8
271601.0,4.6,15.1,3.0
253074.0,16.7,14.2,1.4
356020.0,5.6,13.1,3.9
252455.0,3.4,16.4,3.2
253634.0,9.9,14.9,2.3
270599.0,9.9,15.8,3.8
232148.0,3.7,15.1,3.6
253673.0,11.2,13.5,1.6
1599723.0,1.6,7.8,1.8
254415.0,9.3,15.0,2.5
346230.0,8.2,12.8,4.1
227425.0,6.7,12.6,3.4
254418.0,10.3,11.5,2.8
281848.0,8.6,12.9,4.4
254056.0,5.0,15.4,3.6
254532.0,9.2,14.7,2.7
290283.0,7.7,14.0,4.5
222179.0,5.7,15.1,3.6
254629.0,9.1,14.3,2.8
274012.0,9.6,13.2,4.2
235609.0,6.8,14.7,3.3
254687.0,10.8,14.2,2.8
237975.0,12.3,13.7,4.4
188687.0,4.0,16.8,4.0
